State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability
New York,New York City,Stapleton and St. George,42468.666666666700,20590.0,21878.666666666700,2222.3333333333300,2429.6666666666700,2427.6666666666700,2626.6666666666700,2548.6666666666700,6133.333333333330,5441.666666666670,5654.666666666670,3150.6666666666700,2864.0,4244.333333333330,1851.0,874.0,39.700000000000000,22889.666666666700,7656.333333333330,240.33333333333300,5748.333333333330,666.6666666666670,3452.6666666666700,19.333333333333300,21080.0,8250.0,1639.3333333333300,6300.0,902.6666666666670,1506.6666666666700,39680.666666666700,44.23333333333330,15244.333333333300,16879.333333333300,28.0,769.0,1581.6666666666700,1381.0,1558.6666666666700,1780.3333333333300,2592.0,1981.3333333333300,849.6666666666670,4357.666666666670,8247.333333333330,2133.6666666666700,6104.666666666670,4235.666666666670,79699.33333333330,1696.3333333333300,28762.666666666700,12985.333333333300,8909.333333333330,4076.0,4714.333333333330
New York,New York City,Sunset Park ,60572.5,30810.0,29762.5,3662.0,4497.0,4448.5,3177.0,3253.0,10128.0,9744.5,7967.5,3353.0,3169.5,4525.5,1987.5,659.5,35.75,16396.0,2159.5,942.5,21128.5,551.5,18727.5,7.0,30860.0,3828.5,1972.0,13594.0,3631.5,2621.5,52758.5,43.100000000000000,18748.0,20372.5,0.0,563.0,669.5,484.0,658.0,1091.0,1342.5,1333.0,1622.5,12609.0,9824.5,2000.5,6841.5,4387.0,71201.5,1733.0,30062.0,29662.5,11960.5,17702.0,5392.5
New York,New York City,Upper East Side ,34946.5,15584.833333333300,19361.666666666700,1784.8333333333300,1282.3333333333300,1352.6666666666700,1135.1666666666700,1452.5,7045.5,4863.333333333330,4172.5,1989.3333333333300,2098.3333333333300,3710.6666666666700,2733.6666666666700,1325.6666666666700,41.61666666666670,27115.833333333300,1144.5,54.833333333333300,3739.0,974.1666666666670,1169.8333333333300,42.333333333333300,20613.166666666700,1134.3333333333300,345.0,8570.666666666670,3710.1666666666700,4435.333333333330,33705.5,30.316666666666700,18054.5,22986.0,43.5,300.3333333333330,926.1666666666670,813.8333333333330,2325.6666666666700,2641.0,4497.833333333330,2532.8333333333300,1244.0,7660.833333333330,2054.8333333333300,931.0,9850.0,12440.166666666700,144450.0,2636.1666666666700,26519.833333333300,8138.5,4184.5,3954.0,2900.8333333333300
New York,New York City,Upper West Side ,75156.0,34470.0,40686.0,4089.3333333333300,2958.0,2881.3333333333300,2892.3333333333300,3884.6666666666700,13166.666666666700,10474.0,9489.0,4896.666666666670,4596.666666666670,8552.333333333330,4951.0,2324.0,41.96666666666670,50930.666666666700,5237.0,123.33333333333300,7601.0,1408.6666666666700,3442.0,0.0,42813.666666666700,1877.3333333333300,645.3333333333330,19106.666666666700,4970.666666666670,10466.333333333300,72173.0,30.900000000000000,35622.333333333300,43149.0,49.333333333333300,1324.6666666666700,1547.3333333333300,1235.0,2623.3333333333300,2465.6666666666700,4547.333333333330,2301.3333333333300,1822.3333333333300,25232.666666666700,4373.0,1284.3333333333300,19579.333333333300,25123.0,141792.66666666700,2537.6666666666700,56880.666666666700,17742.0,8651.0,9091.0,7230.333333333330
New York,New York City,West Central Queens ,66556.0,32643.25,33912.75,3698.25,3502.0,3678.75,2938.25,3376.5,10871.5,9298.25,8972.5,4613.0,4284.0,6305.75,3390.5,1626.75,41.75,37372.25,2204.5,215.75,11965.5,1809.25,5975.0,6.25,36148.0,8932.5,1397.75,15968.25,1769.5,4561.5,61421.5,44.675,26022.25,27955.5,22.5,421.0,547.75,680.75,687.25,1481.0,3952.25,5338.5,4161.0,10663.5,10962.25,3711.5,13294.0,9227.0,91157.0,1815.75,37996.25,28341.75,17509.75,10832.0,6489.0
New York,New York City,West Queens ,66991.0,34322.28571428570,32668.714285714300,3924.1428571428600,3687.4285714285700,4105.428571428570,3761.0,3643.8571428571400,10764.142857142900,10741.142857142900,9385.57142857143,4296.285714285720,3666.4285714285700,5282.428571428570,2726.8571428571400,1006.2857142857100,38.82857142857140,18161.571428571400,3688.285714285710,525.0,18315.285714285700,2446.714285714290,6653.714285714290,35.285714285714300,35351.42857142860,6435.0,1753.4285714285700,18284.14285714290,2397.8571428571400,2204.4285714285700,56844.142857142900,41.785714285714300,21722.714285714300,23990.571428571400,27.0,426.42857142857100,869.0,666.1428571428570,990.8571428571430,1549.0,3840.5714285714300,4900.714285714290,3688.4285714285700,7032.428571428570,14693.285714285700,3508.5714285714300,8461.57142857143,4129.857142857140,73824.85714285710,1804.2857142857100,27824.285714285700,38270.28571428570,17229.714285714300,21040.571428571400,5823.428571428570
Ohio,Columbus,Bexley,32136.0,14949.0,17187.0,2598.0,3510.0,2156.0,2154.0,2003.0,5858.0,4302.0,2868.0,1399.0,1230.0,1924.0,1237.0,897.0,30.9,5745.0,21288.0,97.0,1395.0,760.0,116.0,6.0,14777.0,8797.0,1499.0,385.0,134.0,2248.0,28904.0,22.8,11903.0,12927.0,15.0,1246.0,2531.0,1845.0,790.0,1161.0,1543.0,2214.0,775.0,807.0,6266.0,1392.0,2874.0,1673.0,48946.0,1056.0,26278.0,5634.0,3524.0,2110.0,4772.0
Ohio,Columbus,Brewery,19210.5,9317.0,9893.5,573.5,575.0,528.0,553.5,1771.0,6683.0,2390.0,1772.0,1163.0,1092.0,1339.0,510.0,260.5,32.2,12651.0,4613.5,72.5,592.0,96.5,150.0,7.5,13305.5,8041.5,622.5,401.0,1165.5,2074.5,17826.0,19.1,11000.0,12580.5,164.5,2395.5,1174.0,458.0,411.0,544.5,763.5,964.5,678.0,5027.0,2446.0,738.0,5186.5,3538.5,72125.0,1368.0,18228.5,857.0,471.0,386.0,2399.0
Ohio,Columbus,Brice-Tussing,36044.75,17823.5,18221.25,2508.5,2619.25,2639.25,2360.25,2101.25,5713.75,4980.5,4155.5,2404.25,2034.75,2760.5,1322.75,444.25,36.2,16454.5,13985.25,26.25,1837.25,594.25,142.0,30.0,19286.0,13548.75,1594.0,249.5,156.25,2189.5,32614.5,28.075000000000000,14560.75,15346.5,103.0,878.5,2644.25,3043.25,1999.75,2787.5,2162.75,1050.25,191.25,486.0,7290.5,2029.5,4415.0,2159.25,60101.75,1167.25,31118.0,4771.5,2444.0,2327.5,4628.25
Ohio,Columbus,Clintonville,23489.0,12139.5,11349.5,1106.0,919.0,698.5,609.0,2976.0,5892.0,3332.0,2376.5,1114.0,1211.0,2075.5,709.0,470.5,35.35,19317.5,1208.0,26.5,1543.0,471.5,587.0,0.0,15696.0,9653.5,829.0,740.0,492.5,2792.0,21789.5,20.95,11267.0,12185.5,84.5,457.0,263.0,594.0,670.0,1323.0,1414.0,2190.5,1499.0,3690.5,2163.0,1088.5,6230.5,4754.0,77738.0,1302.5,21039.5,2276.0,824.0,1452.0,2284.5
Ohio,Columbus,Downtown,19722.333333333300,10169.0,9553.333333333330,408.3333333333330,436.6666666666670,446.3333333333330,1188.6666666666700,6101.0,5775.0,1608.0,1128.6666666666700,757.6666666666670,698.0,728.6666666666670,273.6666666666670,171.66666666666700,28.73333333333330,13147.666666666700,3856.0,17.666666666666700,1249.0,349.0,502.0,0.0,13178.666666666700,7041.666666666670,618.6666666666670,565.3333333333330,1588.3333333333300,2124.6666666666700,18318.333333333300,18.566666666666700,9813.666666666670,11585.333333333300,192.0,2429.6666666666700,942.0,777.3333333333330,826.3333333333330,955.0,1033.3333333333300,677.6666666666670,262.3333333333330,3489.6666666666700,1600.6666666666700,571.0,4110.0,2692.0,54612.333333333300,1263.6666666666700,17893.0,1705.0,843.6666666666670,861.3333333333330,1996.6666666666700
Ohio,Columbus,Far North,45620.333333333300,21911.0,23709.333333333300,3321.3333333333300,2784.6666666666700,2711.3333333333300,2546.0,2231.3333333333300,8192.666666666670,6381.333333333330,5445.333333333330,2564.6666666666700,2352.3333333333300,4425.666666666670,1856.6666666666700,807.0,36.700000000000000,34431.666666666700,5027.333333333330,116.33333333333300,2680.0,1463.3333333333300,595.3333333333330,4.666666666666670,25803.333333333300,18071.666666666700,1351.0,153.66666666666700,335.6666666666670,4441.666666666670,42927.666666666700,21.266666666666700,19042.333333333300,19854.666666666700,131.66666666666700,2143.0,1824.0,2810.0,4892.666666666670,3899.6666666666700,2317.3333333333300,880.0,275.0,681.3333333333330,4921.666666666670,2215.0,10840.666666666700,7492.0,93372.33333333330,1445.3333333333300,40222.0,5100.0,2490.0,2610.0,4173.0
Ohio,Columbus,Far South,46010.0,22463.0,23547.0,2735.0,2544.0,2689.0,2929.0,2500.0,6819.0,6249.0,6345.0,2902.0,3774.0,3785.0,1953.0,786.0,39.4,28568.0,12633.0,149.0,638.0,286.0,24.0,0.0,24149.0,17167.0,1929.0,307.0,335.0,1971.0,41442.0,21.2,18933.0,20961.0,29.0,651.0,1908.0,2177.0,1060.0,2283.0,4470.0,4054.0,1035.0,3294.0,13123.0,2395.0,3719.0,1440.0,58748.0,966.0,44397.0,1349.0,632.0,717.0,8758.0
Ohio,Columbus,Fort Columbus Airport,45107.5,21316.5,23791.0,2963.0,3718.0,2908.5,3058.5,2514.0,7475.0,6459.0,4707.5,2526.0,2754.5,3528.0,1499.5,996.0,33.95,22222.5,16513.5,57.0,1979.5,681.0,298.5,14.0,24287.5,16711.0,1591.0,280.0,248.5,3702.5,41624.0,21.950000000000000,18248.5,19410.5,30.5,1802.5,2794.5,3704.0,3357.0,3122.5,1945.0,1564.5,431.5,658.5,7533.0,2317.5,7608.0,4475.0,68068.0,1237.0,39065.0,5667.5,3433.5,2234.0,5054.5
Ohio,Columbus,Franklinton,15705.333333333300,7948.666666666670,7756.666666666670,550.0,742.6666666666670,831.3333333333330,880.6666666666670,1449.0,4059.3333333333300,1892.0,1616.0,889.3333333333330,1084.3333333333300,980.3333333333330,457.3333333333330,273.0,34.700000000000000,11288.333333333300,2465.0,37.333333333333300,425.6666666666670,76.66666666666670,97.33333333333330,11.333333333333300,8467.333333333330,5293.333333333330,558.3333333333330,280.6666666666670,671.3333333333330,1074.0,13390.666666666700,21.866666666666700,7191.0,8294.666666666670,104.33333333333300,1486.0,949.6666666666670,532.6666666666670,295.6666666666670,783.3333333333330,702.0,755.3333333333330,412.0,2273.6666666666700,3226.0,579.3333333333330,2444.0,1507.6666666666700,48791.333333333300,1016.0,13991.666666666700,883.3333333333330,373.0,510.3333333333330,2379.0
Ohio,Columbus,Greater Hilltop,48743.0,24342.75,24400.25,3326.75,3037.0,3614.25,3018.0,2925.0,8010.5,6642.25,6315.75,2799.75,2804.25,4053.5,1601.75,594.25,35.325,35266.75,6738.25,96.5,1277.0,333.75,199.25,40.5,25628.75,18396.5,2280.75,328.5,329.5,2457.25,42926.75,22.775,19191.25,20641.75,176.25,1319.5,2653.5,3658.25,1914.5,2742.5,2231.0,2674.75,894.75,2376.75,10926.75,2427.25,5684.5,2733.0,62602.0,1111.25,43522.25,4539.75,2014.25,2525.5,6877.5
Ohio,Columbus,Harrison West,34651.0,18452.0,16199.0,656.0,482.0,495.0,2773.0,15336.0,8835.0,2163.0,1581.0,693.0,618.0,784.0,181.0,54.0,23.3,24287.0,4867.0,19.0,2719.0,863.0,1229.0,0.0,22516.0,11467.0,1121.0,1053.0,3067.0,3336.0,32081.0,18.7,14707.0,17165.0,237.0,2583.0,796.0,1391.0,1962.0,1871.0,1621.0,1118.0,370.0,5216.0,1692.0,773.0,5755.0,3826.0,43204.0,1306.0,31750.0,2864.0,934.0,1930.0,2841.0
Ohio,Columbus,Italian Village,34651.0,18452.0,16199.0,656.0,482.0,495.0,2773.0,15336.0,8835.0,2163.0,1581.0,693.0,618.0,784.0,181.0,54.0,23.3,24287.0,4867.0,19.0,2719.0,863.0,1229.0,0.0,22516.0,11467.0,1121.0,1053.0,3067.0,3336.0,32081.0,18.7,14707.0,17165.0,237.0,2583.0,796.0,1391.0,1962.0,1871.0,1621.0,1118.0,370.0,5216.0,1692.0,773.0,5755.0,3826.0,43204.0,1306.0,31750.0,2864.0,934.0,1930.0,2841.0
Ohio,Columbus,Italian Village ,15754.0,7913.0,7841.0,74.0,71.0,92.0,289.0,2338.0,6674.0,1730.0,845.0,1073.0,1076.0,696.0,384.0,412.0,30.4,12558.0,1283.0,34.0,945.0,143.0,248.0,0.0,12431.0,7205.0,347.0,383.0,1622.0,2295.0,14742.0,18.1,10740.0,12388.0,285.0,4178.0,1929.0,675.0,442.0,587.0,540.0,497.0,279.0,2976.0,1274.0,620.0,5673.0,3660.0,75397.0,1499.0,14261.0,1243.0,682.0,561.0,1722.0
Ohio,Columbus,McKinley Avenue Corridor,21298.333333333300,10498.333333333300,10800.0,1067.3333333333300,999.3333333333330,1131.3333333333300,1137.6666666666700,1766.0,5334.0,2663.3333333333300,2148.0,1261.0,1371.3333333333300,1421.6666666666700,634.3333333333330,363.0,34.96666666666670,14808.333333333300,2716.6666666666700,71.66666666666670,752.6666666666670,145.33333333333300,152.66666666666700,0.0,12397.666666666700,7837.0,951.6666666666670,390.0,611.6666666666670,1691.0,18359.0,21.8,9991.0,11328.666666666700,136.33333333333300,1559.0,1229.3333333333300,782.3333333333330,575.0,851.3333333333330,943.0,1503.6666666666700,772.3333333333330,2976.3333333333300,4031.0,931.0,3742.3333333333300,2045.0,52174.666666666700,1062.3333333333300,19020.333333333300,2117.0,838.6666666666670,1278.3333333333300,3145.3333333333300
Ohio,Columbus,Milo Grogan,28313.5,14356.5,13957.0,1210.0,1114.0,1265.5,2259.0,8331.0,6139.5,2580.5,2056.5,926.5,892.0,1004.5,423.0,111.5,27.800000000000000,14522.0,9674.0,87.0,1541.5,431.5,614.5,0.0,16256.0,8533.5,1071.5,799.0,1628.0,1965.0,25360.5,20.9,11656.5,13572.5,118.5,1371.0,541.5,853.5,1079.0,1339.0,1392.5,1679.5,1361.0,3837.0,3566.0,783.5,3259.5,2174.0,38981.5,1113.0,26104.0,2191.0,684.5,1506.5,3000.5
Ohio,Columbus,Near East,19570.4,9399.2,10171.2,1156.4,1385.2,1034.2,1082.6,1454.0,4361.2,2520.0,1908.4,1117.8,1029.6,1408.4,717.4,395.2,33.260000000000000,9231.0,8132.4,37.8,617.8,216.4,101.8,1.2,10952.4,6618.2,709.8,350.0,479.6,1779.6,17929.2,20.2,8851.8,10164.6,85.8,1288.8,1021.6,666.6,460.8,879.4,1077.0,1295.2,715.2,2674.2,3071.0,772.8,3619.0,2540.8,60904.0,1166.6,17405.0,1971.2,1281.8,689.4,2603.8
Ohio,Columbus,Near Southside,21289.0,10237.666666666700,11051.333333333300,1229.3333333333300,1222.3333333333300,1045.0,1094.6666666666700,1168.0,4716.666666666670,2895.6666666666700,2522.6666666666700,1287.6666666666700,1183.3333333333300,1899.3333333333300,782.0,242.33333333333300,35.5,12666.0,6872.333333333330,56.333333333333300,301.6666666666670,62.666666666666700,56.0,5.0,12381.666666666700,7838.0,737.6666666666670,380.3333333333330,425.0,1822.0,19592.666666666700,20.433333333333300,9627.333333333330,11026.0,39.666666666666700,368.3333333333330,322.0,262.6666666666670,459.0,914.6666666666670,1116.6666666666700,1593.0,1153.6666666666700,4796.333333333330,3199.0,796.0,4448.666666666670,3399.3333333333300,67931.33333333330,1176.3333333333300,20338.0,814.0,516.0,298.0,2724.6666666666700
Ohio,Columbus,North Central,20958.0,9784.0,11174.0,1619.0,2004.3333333333300,1648.0,1467.6666666666700,1319.3333333333300,3706.0,2743.6666666666700,2120.0,1022.0,932.0,1285.0,719.3333333333330,371.6666666666670,31.900000000000000,4366.666666666670,13729.0,84.0,614.0,267.0,48.333333333333300,2.0,9787.333333333330,5616.666666666670,969.6666666666670,396.6666666666670,133.0,1195.0,18558.666666666700,21.600000000000000,8167.666666666670,9370.0,23.0,644.3333333333330,973.0,809.0,353.6666666666670,791.6666666666670,1215.3333333333300,1624.3333333333300,1088.3333333333300,1847.3333333333300,4514.0,835.3333333333330,1513.3333333333300,928.3333333333330,42980.333333333300,987.3333333333330,18134.666666666700,2720.0,1624.6666666666700,1095.3333333333300,3119.6666666666700
Ohio,Columbus,North Linden,28086.25,14031.5,14054.75,1764.5,1575.25,1792.5,1275.25,2384.5,5649.5,4121.5,2895.75,1566.25,1683.0,2060.25,883.0,435.0,34.625,15547.0,8750.75,86.0,1197.5,258.75,337.5,0.0,15916.75,9922.75,1107.5,712.5,337.25,2079.75,24933.0,22.025,12220.25,13401.25,42.25,344.75,319.75,656.75,854.0,1608.5,1877.75,3383.5,1622.5,2691.5,4818.75,1261.75,4236.25,3020.25,59328.25,1117.5,24149.5,3841.25,1681.0,2160.25,3394.75
Ohio,Columbus,Northeast,30153.25,14332.0,15821.25,2364.5,2327.5,2506.5,1898.0,1696.0,5259.5,4346.75,3074.25,1649.75,1632.75,1883.0,996.0,518.75,32.8,9726.25,16038.25,104.75,1028.75,267.25,98.75,1.5,14963.0,9397.0,1449.75,489.25,137.5,1670.75,26289.25,23.0,11730.0,12827.5,5.0,515.75,1015.0,1074.0,1162.75,2157.5,1708.25,2999.0,1103.75,1086.5,6413.75,1349.75,2635.5,1421.25,50589.25,1027.0,24445.5,5584.0,2898.75,2685.25,4060.5
Ohio,Columbus,Northland,40737.375,19716.625,21020.75,3015.125,2619.0,2670.5,2319.875,2236.625,6906.0,5861.0,4868.125,2385.125,2290.75,3402.25,1472.0,691.0,36.225,24909.875,10019.875,64.75,1906.625,599.25,319.625,4.5,22764.125,15596.25,1485.0,282.375,259.25,3415.75,37288.875,22.125,16766.125,17786.375,74.375,1270.125,1802.0,2167.75,2713.625,3627.875,2735.125,1895.5,589.5,910.5,6053.125,2041.25,7617.5,4828.125,85672.75,1366.375,34412.5,6075.0,3023.0,3052.0,4145.5
Ohio,Columbus,Northwest,36952.28571428570,18551.571428571400,18400.714285714300,2294.0,2493.714285714290,2487.714285714290,1982.857142857140,1606.857142857140,5396.285714285720,5601.714285714290,5026.428571428570,2265.0,2047.2857142857100,3464.5714285714300,1502.5714285714300,783.2857142857140,38.728571428571400,28383.0,2051.8571428571400,106.14285714285700,4033.5714285714300,2089.714285714290,913.2857142857140,2.0,20511.285714285700,14434.285714285700,890.1428571428570,145.85714285714300,186.0,3819.0,35119.28571428570,22.600000000000000,15358.142857142900,16201.142857142900,72.42857142857140,1907.857142857140,2173.5714285714300,2640.285714285710,3502.1428571428600,2203.8571428571400,1465.2857142857100,1022.8571428571400,473.0,739.8571428571430,3065.0,1388.7142857142900,9502.714285714290,7399.0,106863.28571428600,1570.7142857142900,31663.0,5095.714285714290,2552.0,2543.714285714290,2980.714285714290
Ohio,Columbus,Olentangy River Road,22508.666666666700,11085.666666666700,11423.0,1127.3333333333300,1016.0,1013.0,3868.0,2627.3333333333300,4199.666666666670,2786.0,1990.0,779.0,1017.0,1328.3333333333300,531.6666666666670,225.33333333333300,28.666666666666700,18026.333333333300,801.0,5.0,2269.3333333333300,681.0,966.6666666666670,0.0,13024.333333333300,7783.333333333330,614.3333333333330,487.6666666666670,1005.6666666666700,2155.0,21520.333333333300,18.266666666666700,8102.666666666670,8599.666666666670,36.333333333333300,197.0,539.6666666666670,541.3333333333330,1046.3333333333300,829.3333333333330,945.0,2046.3333333333300,528.3333333333330,1890.0,1360.0,670.6666666666670,5070.666666666670,3627.6666666666700,87801.5,1172.6666666666700,20080.0,2409.3333333333300,868.0,1541.3333333333300,1775.0
Ohio,Columbus,Rocky-Fork Blacklick Accord,46649.0,22417.5,24231.5,3668.0,2744.5,2891.0,2890.5,2371.0,7971.5,6668.0,6199.5,2615.5,2213.0,4063.5,1824.0,529.0,36.100000000000000,34900.5,5167.5,25.5,2672.5,1558.0,344.5,0.0,27043.0,18441.0,1267.5,106.5,362.0,5559.5,44460.5,23.4,18928.0,19773.5,202.5,2883.0,4557.5,2898.0,3091.0,3302.5,1664.0,463.5,58.5,653.0,4803.5,2389.0,11134.0,7354.5,115175.0,1716.0,41784.0,4668.0,2325.5,2342.5,3777.5
Ohio,Columbus,South Alum Creek,46010.0,22463.0,23547.0,2735.0,2544.0,2689.0,2929.0,2500.0,6819.0,6249.0,6345.0,2902.0,3774.0,3785.0,1953.0,786.0,39.4,28568.0,12633.0,149.0,638.0,286.0,24.0,0.0,24149.0,17167.0,1929.0,307.0,335.0,1971.0,41442.0,21.2,18933.0,20961.0,29.0,651.0,1908.0,2177.0,1060.0,2283.0,4470.0,4054.0,1035.0,3294.0,13123.0,2395.0,3719.0,1440.0,58748.0,966.0,44397.0,1349.0,632.0,717.0,8758.0
Ohio,Columbus,South Central Accord,16130.0,7951.75,8178.25,1047.5,927.25,991.75,1015.5,839.75,2328.75,2194.5,2214.25,1062.25,1278.25,1336.5,661.25,232.5,38.3,10479.5,4131.5,41.25,184.5,73.0,7.25,0.0,8519.25,6312.25,657.75,79.5,88.75,616.0,14668.5,21.8,6551.75,7148.25,43.75,263.75,756.0,831.75,443.75,919.5,1253.75,1251.25,379.0,1005.75,4385.5,824.75,1369.25,586.75,64232.25,1085.25,15555.5,505.5,293.75,211.75,2691.5
Ohio,Columbus,South Linden,21976.0,10261.0,11715.0,1764.0,1746.0,2036.0,1745.0,1326.0,3444.0,2998.0,2532.0,1160.0,1166.0,1225.0,665.0,169.0,32.3,4757.0,14481.0,155.0,364.0,0.0,0.0,0.0,9996.0,5600.0,1022.0,545.0,189.0,594.0,18640.0,23.1,8606.0,9980.0,0.0,159.0,287.0,316.0,196.0,807.0,1164.0,2241.0,2352.0,2458.0,5440.0,794.0,764.0,522.0,34759.0,920.0,20458.0,1518.0,435.0,1083.0,3160.0
Ohio,Columbus,South Side,27905.5,13828.0,14077.5,1578.5,1865.0,1802.0,2072.5,1667.0,4514.5,3645.0,3576.5,1522.5,1801.5,2446.0,998.5,416.0,35.95,19446.0,6015.0,38.5,397.5,98.0,58.0,17.0,13592.0,9177.5,937.0,341.0,399.0,1569.0,24308.5,21.9,10614.0,11637.0,2.5,233.0,442.0,669.5,602.0,1749.5,1651.0,2293.0,1309.0,2685.5,5531.0,1072.5,3879.5,3015.5,66135.0,1086.5,25356.5,1389.0,698.0,691.0,3733.0
Ohio,Columbus,South Side ,46010.0,22463.0,23547.0,2735.0,2544.0,2689.0,2929.0,2500.0,6819.0,6249.0,6345.0,2902.0,3774.0,3785.0,1953.0,786.0,39.4,28568.0,12633.0,149.0,638.0,286.0,24.0,0.0,24149.0,17167.0,1929.0,307.0,335.0,1971.0,41442.0,21.2,18933.0,20961.0,29.0,651.0,1908.0,2177.0,1060.0,2283.0,4470.0,4054.0,1035.0,3294.0,13123.0,2395.0,3719.0,1440.0,58748.0,966.0,44397.0,1349.0,632.0,717.0,8758.0
Ohio,Columbus,Southeast,26223.5,12820.5,13403.0,1923.5,1770.0,1733.0,1444.5,1058.5,4509.0,3399.0,3520.0,1712.0,1713.5,2189.0,885.5,366.0,38.650000000000000,16169.5,7051.0,8.0,1006.5,440.0,194.0,0.0,14715.5,10736.5,1164.0,74.5,34.5,1831.5,24343.0,23.25,10757.5,11338.0,217.5,1238.5,3269.5,2616.0,1151.5,1094.5,381.0,479.0,251.0,639.5,5501.0,1518.5,4027.0,2123.0,75704.5,1219.5,23323.5,2770.5,1592.5,1178.0,2742.5
Ohio,Columbus,Southside,19210.5,9317.0,9893.5,573.5,575.0,528.0,553.5,1771.0,6683.0,2390.0,1772.0,1163.0,1092.0,1339.0,510.0,260.5,32.2,12651.0,4613.5,72.5,592.0,96.5,150.0,7.5,13305.5,8041.5,622.5,401.0,1165.5,2074.5,17826.0,19.1,11000.0,12580.5,164.5,2395.5,1174.0,458.0,411.0,544.5,763.5,964.5,678.0,5027.0,2446.0,738.0,5186.5,3538.5,72125.0,1368.0,18228.5,857.0,471.0,386.0,2399.0
Ohio,Columbus,Southwest,46528.666666666700,23324.0,23204.666666666700,2932.3333333333300,2733.6666666666700,3078.6666666666700,2933.0,2437.3333333333300,6778.0,6352.333333333330,6257.333333333330,2837.3333333333300,3313.3333333333300,4286.333333333330,1871.3333333333300,717.6666666666670,37.700000000000000,34868.333333333300,7174.0,64.33333333333330,871.3333333333330,293.3333333333330,127.66666666666700,11.333333333333300,24101.0,17746.666666666700,1891.6666666666700,240.66666666666700,332.0,2115.6666666666700,42070.666666666700,22.46666666666670,18150.666666666700,19603.0,197.33333333333300,1167.3333333333300,2789.3333333333300,2959.3333333333300,1540.6666666666700,2408.0,2690.0,2660.3333333333300,790.3333333333330,2400.3333333333300,11793.0,2450.6666666666700,4877.0,2161.0,63300.333333333300,1075.6666666666700,43845.333333333300,1780.6666666666700,830.6666666666670,950.0,7207.333333333330
Ohio,Columbus,Tri-South,46010.0,22463.0,23547.0,2735.0,2544.0,2689.0,2929.0,2500.0,6819.0,6249.0,6345.0,2902.0,3774.0,3785.0,1953.0,786.0,39.4,28568.0,12633.0,149.0,638.0,286.0,24.0,0.0,24149.0,17167.0,1929.0,307.0,335.0,1971.0,41442.0,21.2,18933.0,20961.0,29.0,651.0,1908.0,2177.0,1060.0,2283.0,4470.0,4054.0,1035.0,3294.0,13123.0,2395.0,3719.0,1440.0,58748.0,966.0,44397.0,1349.0,632.0,717.0,8758.0
Ohio,Columbus,University,22337.666666666700,11616.0,10721.666666666700,511.6666666666670,405.6666666666670,367.0,4116.333333333330,7329.0,5287.333333333330,1695.3333333333300,1000.3333333333300,444.0,472.3333333333330,558.3333333333330,110.66666666666700,39.666666666666700,23.933333333333300,16266.0,2159.0,11.333333333333300,2288.3333333333300,739.6666666666670,967.6666666666670,0.0,14038.666666666700,6895.333333333330,705.6666666666670,817.0,1992.3333333333300,2174.3333333333300,20841.333333333300,17.53333333333330,8076.666666666670,9196.666666666670,111.66666666666700,895.3333333333330,347.6666666666670,641.0,873.3333333333330,1023.6666666666700,896.6666666666670,850.6666666666670,364.3333333333330,3192.3333333333300,1173.3333333333300,532.0,3682.6666666666700,2532.0,54158.5,1066.6666666666700,19991.666666666700,2330.6666666666700,674.3333333333330,1656.3333333333300,1843.0
Ohio,Columbus,Upper Arlington,25723.0,12907.0,12816.0,1373.25,1308.25,1185.75,1091.25,1822.5,6385.0,3740.0,2772.0,1439.0,1328.0,1899.0,897.75,481.25,33.775,20934.25,1134.5,27.5,1999.0,545.25,728.0,0.0,16214.0,11366.5,586.75,250.75,609.5,2640.0,24399.0,19.875,12769.5,13713.25,104.5,1994.0,1102.5,773.5,1585.25,1829.25,1698.75,2073.5,618.25,1933.75,1813.25,913.25,7591.75,5561.75,83493.5,1475.75,23094.25,2502.75,1169.0,1333.75,2227.5
