State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability
Arizona,Pheonix,Ahwatukee Foothills,36305.42857142860,18073.428571428600,18232.0,2105.5714285714300,2332.285714285710,2780.5714285714300,2416.8571428571400,2097.285714285710,5467.714285714290,4942.142857142860,5259.285714285720,2414.8571428571400,2093.5714285714300,2810.8571428571400,1227.0,357.42857142857100,38.51428571428570,21155.714285714300,3485.714285714290,1046.4285714285700,2609.5714285714300,982.8571428571430,464.14285714285700,142.28571428571400,19864.14285714290,13048.714285714300,1583.142857142860,204.57142857142900,125.57142857142900,3568.1428571428600,32933.857142857100,25.7,13262.0,13998.0,55.857142857142900,1214.142857142860,3154.0,4774.0,3163.5714285714300,1118.142857142860,260.14285714285700,163.71428571428600,46.42857142857140,48.0,4276.857142857140,2274.8571428571400,6852.285714285720,4169.285714285720,107436.57142857100,1736.142857142860,30883.0,5300.0,2886.714285714290,2413.285714285710,3142.4285714285700
Arizona,Pheonix,Alahambra,35381.0,17772.5,17608.5,2461.8,2427.7,2406.4,2657.7,2862.1,5657.5,4854.9,4197.8,1930.7,1755.4,2498.7,1128.2,542.1,34.55,18894.3,2922.4,1115.1,1197.6,160.9,193.7,48.5,18282.5,11125.5,2131.6,656.3,342.8,1846.1,29098.0,25.620000000000000,13577.8,14702.3,49.0,645.1,866.7,1166.6,2269.7,3435.4,2605.7,2744.2,639.3,280.6,5523.6,1653.3,3687.9,2157.9,59168.2,1198.3,27576.1,7620.9,2533.2,5087.7,5077.3
Arizona,Pheonix,Camelback East,32076.5,16685.916666666700,15390.583333333300,1452.4166666666700,1355.3333333333300,1429.5833333333300,2109.0,3497.75,6624.583333333330,4066.0,3489.8333333333300,1831.8333333333300,1697.25,2499.3333333333300,1324.4166666666700,699.1666666666670,38.375,21947.166666666700,1687.25,728.9166666666670,1433.1666666666700,533.75,295.1666666666670,119.5,19342.166666666700,12044.583333333300,1396.5833333333300,477.0833333333330,495.9166666666670,3174.1666666666700,28007.333333333300,21.8,14555.75,16415.666666666700,85.83333333333330,1650.9166666666700,1634.25,1621.9166666666700,2273.3333333333300,3253.0,2627.5,2496.1666666666700,499.0833333333330,273.6666666666670,3625.5833333333300,1509.5833333333300,6362.25,4023.75,82302.91666666670,1473.4166666666700,26959.583333333300,4899.416666666670,1903.9166666666700,2995.5,3376.1666666666700
Arizona,Pheonix,Central City,26470.625,13832.0,12638.625,1782.875,1764.625,1894.875,2223.75,2351.25,5258.0,3700.75,3044.625,1302.375,1111.25,1267.75,576.125,192.375,31.5,12899.25,2554.0,839.125,471.25,125.0,63.375,55.75,13620.875,8193.5,1821.75,540.0,267.125,1459.375,19927.875,22.4,9365.375,10300.75,70.0,883.125,1220.625,882.625,1016.0,1351.5,1505.875,1710.75,810.125,850.125,4389.875,886.0,2244.875,1265.25,53035.0,1170.5,19272.125,6470.875,1751.875,4719.0,2819.375
Arizona,Pheonix,Deer Valley,34242.63636363640,16957.272727272700,17285.363636363600,1997.0,2088.818181818180,2153.181818181820,2049.4545454545500,2024.0,5237.363636363640,4627.818181818180,4747.818181818180,2351.090909090910,2026.7272727272700,3132.818181818180,1303.7272727272700,502.8181818181820,38.37272727272730,26214.909090909100,1243.8181818181800,470.3636363636360,1743.090909090910,758.0909090909090,256.8181818181820,22.636363636363600,19017.727272727300,12320.363636363600,1552.5454545454500,158.54545454545500,274.8181818181820,3220.181818181820,31161.363636363600,26.80909090909090,13524.363636363600,14274.818181818200,55.18181818181820,1087.3636363636400,3209.909090909090,3495.0,3299.3636363636400,2578.818181818180,355.27272727272700,109.27272727272700,30.818181818181800,53.81818181818180,5092.727272727270,2520.818181818180,5442.363636363640,3230.0,92294.18181818180,1580.3636363636400,29982.363636363600,4047.909090909090,2234.181818181820,1813.7272727272700,3987.4545454545500
Arizona,Pheonix,Desert View,29235.88888888890,14278.444444444400,14957.444444444400,1457.5555555555600,1559.3333333333300,1925.4444444444400,1888.4444444444400,1354.4444444444400,2957.3333333333300,3622.222222222220,4616.111111111110,2246.5555555555600,1877.2222222222200,3334.1111111111100,1861.6666666666700,535.4444444444450,42.78888888888890,24252.555555555600,614.8888888888890,88.33333333333330,1699.2222222222200,674.4444444444450,263.22222222222200,18.333333333333300,15278.888888888900,9358.0,867.2222222222220,32.666666666666700,146.33333333333300,3813.222222222220,27608.222222222200,24.755555555555600,11954.0,13538.666666666700,123.33333333333300,2250.8888888888900,5067.111111111110,4467.333333333330,1152.111111111110,317.0,59.666666666666700,45.44444444444440,23.666666666666700,32.111111111111100,2701.8888888888900,1726.6666666666700,7101.555555555560,4809.333333333330,112751.66666666700,1945.888888888890,25755.555555555600,3267.8888888888900,2075.8888888888900,1192.0,2511.0
Arizona,Pheonix,Encanto,27823.090909090900,14420.636363636400,13402.454545454500,1703.0,1679.4545454545500,1746.4545454545500,1838.1818181818200,2278.6363636363600,5739.636363636360,3959.181818181820,3332.5454545454500,1434.7272727272700,1267.4545454545500,1771.7272727272700,782.8181818181820,289.27272727272700,34.018181818181800,15497.454545454500,2188.5454545454500,834.0,772.0909090909090,210.27272727272700,134.1818181818180,53.09090909090910,15377.0,9383.09090909091,1603.5454545454500,578.9090909090910,336.90909090909100,2059.3636363636400,22284.272727272700,22.772727272727300,11296.0,12562.636363636400,84.63636363636360,997.1818181818180,1108.5454545454500,1013.8181818181800,1207.090909090910,2016.5454545454500,2023.8181818181800,2370.0,1012.4545454545500,728.5454545454550,4117.545454545460,1225.3636363636400,3587.2727272727300,2178.0,59805.09090909090,1257.2727272727300,21208.454545454500,6012.0,1849.6363636363600,4162.363636363640,3053.818181818180
Arizona,Pheonix,Estrella,48059.71428571430,24458.428571428600,23601.285714285700,3723.5714285714300,4099.285714285720,4458.714285714290,4440.285714285720,3703.285714285710,7605.714285714290,7184.714285714290,5530.571428571430,2145.285714285710,1595.142857142860,2423.0,919.4285714285710,230.71428571428600,29.62857142857140,20486.285714285700,5141.428571428570,1665.2857142857100,889.7142857142860,118.71428571428600,98.85714285714290,111.57142857142900,22924.571428571400,15220.857142857100,2971.5714285714300,387.85714285714300,157.57142857142900,2283.4285714285700,38984.28571428570,29.214285714285700,13359.285714285700,13879.42857142860,147.14285714285700,1647.4285714285700,6376.428571428570,688.5714285714290,1128.142857142860,1855.4285714285700,693.8571428571430,787.7142857142860,377.57142857142900,177.14285714285700,8578.0,2275.4285714285700,2702.1428571428600,1593.142857142860,75022.0,1376.4285714285700,36054.42857142860,11402.714285714300,4455.0,6947.714285714290,4662.0
Arizona,Pheonix,Laveen,47981.4,24570.0,23411.4,3500.6,3705.4,4201.0,3838.4,3136.8,7450.0,6954.0,5924.8,2666.0,2324.0,2889.2,1110.6,280.6,33.36,21330.4,5292.4,1477.8,1604.6,459.2,229.6,101.0,22983.6,14760.8,2864.8,414.0,194.8,2661.8,39191.8,27.620000000000000,14292.8,15037.2,173.8,1356.8,5452.6,2093.8,1510.6,1352.6,1020.2,1343.0,513.2,220.6,7987.6,2259.0,4324.2,2571.4,78073.6,1422.0,35616.0,11510.0,4409.6,7100.4,5038.6
Arizona,Pheonix,Maryvale,38732.166666666700,19710.916666666700,19021.25,2707.0,3075.3333333333300,3447.0,3567.6666666666700,3444.5833333333300,5938.25,5457.916666666670,4551.166666666670,1927.9166666666700,1633.25,1865.5833333333300,824.1666666666670,292.3333333333330,30.291666666666700,18986.0,2614.6666666666700,865.5,838.5,78.41666666666670,113.83333333333300,66.0,18928.583333333300,12357.416666666700,2663.4166666666700,376.6666666666670,179.16666666666700,1460.9166666666700,30140.583333333300,28.525000000000000,11352.083333333300,11924.333333333300,119.58333333333300,764.3333333333330,2591.8333333333300,1467.5833333333300,1669.1666666666700,2177.0833333333300,1342.5833333333300,1386.5,257.5833333333330,148.08333333333300,6862.666666666670,1684.3333333333300,2112.75,1092.9166666666700,68944.08333333330,1311.3333333333300,27994.25,10235.5,3328.8333333333300,6906.666666666670,4365.583333333330
Arizona,Pheonix,New Village,40823.666666666700,20367.333333333300,20456.333333333300,2264.3333333333300,2973.6666666666700,3303.0,3157.6666666666700,1505.3333333333300,3466.3333333333300,5661.333333333330,6168.666666666670,2916.6666666666700,2631.3333333333300,4698.333333333330,1672.0,405.0,43.666666666666700,33435.333333333300,912.6666666666670,197.33333333333300,2439.3333333333300,1127.0,261.3333333333330,45.333333333333300,20130.333333333300,12995.666666666700,1326.6666666666700,45.666666666666700,122.66666666666700,4349.666666666670,38833.333333333300,31.433333333333300,14122.0,15009.666666666700,267.6666666666670,4206.333333333330,7921.666666666670,1896.0,372.3333333333330,229.33333333333300,68.33333333333330,27.0,12.333333333333300,8.666666666666670,4691.0,3117.0,7541.666666666670,4830.333333333330,119515.0,1876.6666666666700,37081.666666666700,3261.6666666666700,2124.3333333333300,1137.3333333333300,3517.6666666666700
Arizona,Pheonix,North Gateway,37057.4,18322.4,18735.0,2273.4,2640.4,2931.6,2729.0,1550.2,3945.8,5504.2,5592.8,2417.4,2232.0,3644.8,1264.0,331.8,39.1,29384.6,883.2,181.6,2722.4,1441.2,288.8,45.2,19391.0,12451.0,1267.6,45.2,129.6,4233.2,34916.4,28.82,13248.2,14138.4,224.2,3579.2,7060.0,2087.6,835.8,197.8,61.6,36.8,21.8,33.6,3742.8,2677.6,7071.2,4684.8,119860.4,1913.2,32923.6,3782.2,2317.6,1464.6,3058.8
Arizona,Pheonix,North Mountain,35798.90909090910,17747.090909090900,18051.81818181820,2297.909090909090,2091.2727272727300,1999.8181818181800,2111.7272727272700,2673.0,5500.0,4693.454545454550,4426.090909090910,2338.6363636363600,2091.6363636363600,3180.3636363636400,1645.8181818181800,749.1818181818180,38.5,23856.272727272700,2422.909090909090,894.9090909090910,1224.2727272727300,182.36363636363600,238.36363636363600,56.0,19180.727272727300,12173.454545454500,1979.2727272727300,413.09090909090900,293.72727272727300,2425.5454545454500,31440.18181818180,26.55454545454550,14283.363636363600,15169.0,32.63636363636360,429.54545454545500,965.0909090909090,1868.090909090910,3847.909090909090,5041.636363636360,1726.5454545454500,970.0909090909090,176.0909090909090,111.36363636363600,5972.818181818180,2320.0,4534.0,2653.5454545454500,70061.63636363640,1284.5454545454500,30768.727272727300,4830.454545454550,2304.0,2526.4545454545500,5159.909090909090
Arizona,Pheonix,North Scottsdale,32428.666666666700,15773.333333333300,16655.333333333300,1300.3333333333300,1409.6666666666700,1970.0,1737.6666666666700,1342.6666666666700,3443.3333333333300,3726.3333333333300,4659.0,2689.0,2578.0,4274.0,2479.3333333333300,819.3333333333330,44.96666666666670,26694.333333333300,584.0,80.0,2361.0,1163.6666666666700,334.6666666666670,21.0,16851.333333333300,10016.0,948.3333333333330,106.66666666666700,195.33333333333300,4465.0,31059.333333333300,22.833333333333300,13986.0,16299.333333333300,107.0,1888.6666666666700,3622.6666666666700,5499.333333333330,2996.0,1840.0,261.6666666666670,39.0,15.333333333333300,29.666666666666700,2712.3333333333300,1576.6666666666700,9033.0,6554.333333333330,112370.0,2013.0,27825.666666666700,4403.666666666670,2415.0,1988.6666666666700,2900.0
Arizona,Pheonix,Paradise Valley,34531.7,17247.3,17284.4,1807.2,1806.2,1841.2,1797.4,1950.0,4986.6,4478.8,4465.0,2698.0,2396.3,3737.9,1763.4,803.7,42.770000000000000,26098.1,1116.1,442.6,1903.6,966.3,243.6,113.7,19587.1,12576.0,1336.3,218.5,305.0,3732.8,31564.2,23.28,14767.5,16034.4,66.8,1077.5,1931.1,3428.3,4343.9,3615.1,904.4,495.3,88.1,83.9,4181.1,2092.3,7148.5,4915.1,103462.3,1730.7,29444.9,4895.6,2424.9,2470.7,3608.5
Arizona,Pheonix,Pinnacle Peak,31133.0,15205.0,15928.0,1701.0,1607.0,1644.0,2010.0,1282.0,1794.0,2833.0,5245.0,3294.0,2123.0,4852.0,2177.0,571.0,51.0,28044.0,301.0,54.0,743.0,277.0,166.0,18.0,15997.0,10427.0,451.0,25.0,222.0,4020.0,29415.0,26.6,12392.0,13509.0,73.0,2038.0,3163.0,5766.0,1189.0,896.0,225.0,122.0,37.0,0.0,3220.0,1914.0,7632.0,4917.0,117938.0,2030.0,28891.0,2210.0,1570.0,640.0,2644.0
Arizona,Pheonix,South Mountain,35235.38461538460,17813.53846153850,17421.846153846200,2190.3846153846200,2204.769230769230,2510.6923076923100,2531.230769230770,2818.6923076923100,6272.615384615390,4876.7692307692300,4187.538461538460,1934.8461538461500,1853.6153846153800,2415.0,1081.923076923080,357.3076923076920,33.65384615384620,18062.0,3958.076923076920,1253.7692307692300,1539.4615384615400,439.38461538461500,304.0769230769230,151.30769230769200,18572.0,11672.923076923100,1879.7692307692300,411.61538461538500,263.15384615384600,2575.769230769230,29848.615384615400,23.638461538461500,12606.153846153800,13548.692307692300,78.15384615384620,1213.0,2585.3846153846200,2122.6923076923100,2198.153846153850,2350.4615384615400,1324.5384615384600,963.3076923076920,351.15384615384600,361.84615384615400,5119.923076923080,1737.6923076923100,4554.538461538460,2962.6923076923100,69988.07692307690,1362.3076923076900,28415.46153846150,6352.384615384620,2544.769230769230,3807.6153846153800,3758.076923076920
California,Los Angeles,Arleta,99804.0,51123.0,48681.0,5650.0,6872.0,7365.0,7465.0,8076.0,15572.0,12893.0,13240.0,6323.0,4505.0,6822.0,3879.0,1142.0,34.3,33934.0,1902.0,1007.0,4574.0,67.0,318.0,88.0,48119.0,30578.0,7027.0,1587.0,606.0,2663.0,87301.0,30.1,22995.0,23926.0,15.0,552.0,1143.0,1102.0,2554.0,2385.0,2826.0,9832.0,2903.0,614.0,17118.0,2463.0,5491.0,1671.0,76942.0,1897.0,56881.0,42543.0,20577.0,21966.0,11382.0
California,Los Angeles,Arlington Heights,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0
California,Los Angeles,Atwater Village,28244.0,14236.0,14008.0,1118.0,1293.0,841.0,862.0,1326.0,5054.0,5330.0,4396.0,1759.0,1406.0,2814.0,1354.0,691.0,41.4,14131.0,452.0,542.0,5772.0,109.0,926.0,9.0,17146.0,9465.0,1061.0,494.0,269.0,4067.0,26667.0,30.5,12052.0,13126.0,54.0,588.0,319.0,414.0,954.0,1349.0,1104.0,1915.0,1160.0,5269.0,2604.0,1540.0,8585.0,4199.0,108338.0,2207.0,19315.0,8653.0,5495.0,3158.0,3112.0
California,Los Angeles,Baldwin Hills,33076.0,15581.0,17495.0,1544.0,1454.0,2076.0,1345.0,2296.0,5109.0,4680.0,4532.0,1998.0,2184.0,3500.0,1630.0,728.0,41.6,3129.0,21047.0,337.0,991.0,76.0,139.0,36.0,17693.0,10368.0,1040.0,1864.0,160.0,1822.0,30840.0,34.8,14694.0,16112.0,35.0,66.0,449.0,424.0,708.0,792.0,3619.0,4353.0,2772.0,2894.0,4851.0,2020.0,4317.0,3611.0,57880.0,1596.0,26291.0,6762.0,2847.0,3915.0,5294.0
California,Los Angeles,Bel Air Estates,21843.5,10525.5,11318.0,1164.5,1095.5,1181.5,1039.0,1121.5,3557.5,3104.5,2555.5,1328.5,1030.5,2547.0,1427.0,691.0,43.0,17299.5,354.0,19.5,1771.0,330.5,537.5,4.5,12253.5,6778.0,494.0,161.5,443.5,3134.5,21477.5,27.4,9576.0,10961.5,5.0,671.5,680.0,705.5,980.5,1993.5,2137.0,2013.5,742.5,1032.5,899.0,563.5,6214.5,6685.5,182399.5,3344.0,17256.0,4586.5,3288.0,1298.5,1415.5
California,Los Angeles,Beverly Glen,7868.0,3683.0,4185.0,388.0,510.0,482.0,658.0,291.0,452.0,966.0,1103.0,564.0,414.0,1230.0,580.0,230.0,46.6,6262.0,180.0,0.0,539.0,75.0,176.0,0.0,3843.0,2208.0,231.0,26.0,57.0,801.0,7785.0,29.7,3001.0,3602.0,0.0,76.0,151.0,301.0,231.0,938.0,628.0,696.0,224.0,357.0,279.0,226.0,1629.0,2591.0,203194.0,,5810.0,2058.0,1582.0,476.0,479.0
California,Los Angeles,Brentwood,35819.0,17368.0,18451.0,1941.0,1681.0,1881.0,1420.0,1952.0,6663.0,5243.0,4008.0,2093.0,1647.0,3864.0,2274.0,1152.0,39.4,28337.0,528.0,39.0,3003.0,586.0,899.0,9.0,20664.0,11348.0,757.0,297.0,830.0,5468.0,35170.0,25.1,16151.0,18321.0,10.0,1267.0,1209.0,1110.0,1730.0,3049.0,3646.0,3331.0,1261.0,1708.0,1519.0,901.0,10800.0,10780.0,161605.0,3344.0,28702.0,7115.0,4994.0,2121.0,2352.0
California,Los Angeles,Byzantine-Latino Quarter,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0
California,Los Angeles,Canoga Park,54369.0,26572.0,27797.0,2779.0,3136.0,3171.0,3610.0,3464.0,7594.0,6505.0,7926.0,3976.0,3708.0,4801.0,2338.0,1361.0,40.3,23029.0,2630.0,440.0,8639.0,1022.0,1182.0,21.0,29742.0,18383.0,2731.0,1210.0,385.0,3851.0,48618.0,30.4,18276.0,18780.0,15.0,767.0,528.0,1385.0,3832.0,3918.0,4138.0,3622.0,287.0,288.0,7652.0,3743.0,8396.0,4472.0,79673.0,1999.0,33916.0,20034.0,11182.0,8852.0,6130.0
California,Los Angeles,Castellemare,21298.0,10120.0,11178.0,1376.0,1538.0,1732.0,1241.0,506.0,1147.0,2708.0,3064.0,1404.0,1486.0,2781.0,1556.0,759.0,46.7,17587.0,172.0,0.0,1596.0,183.0,474.0,2.0,9645.0,5369.0,381.0,11.0,168.0,2975.0,21155.0,26.6,8135.0,9106.0,91.0,430.0,777.0,879.0,655.0,1703.0,1046.0,1961.0,1045.0,519.0,790.0,646.0,5675.0,5923.0,225256.0,,18136.0,3162.0,2399.0,763.0,1349.0
California,Los Angeles,Cheviot Hills,25956.0,12908.0,13048.0,1526.0,1669.0,1028.0,734.0,1175.0,4703.0,3845.0,3492.0,1732.0,1473.0,2356.0,1469.0,754.0,40.1,16009.0,619.0,51.0,4902.0,642.0,2076.0,60.0,14869.0,8551.0,731.0,479.0,396.0,3441.0,25033.0,25.0,11414.0,12545.0,117.0,893.0,746.0,566.0,1268.0,1760.0,1093.0,1872.0,1758.0,2472.0,1566.0,921.0,7417.0,6334.0,123929.0,2783.0,18905.0,6926.0,4242.0,2684.0,2439.0
California,Los Angeles,Chinatown,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0
California,Los Angeles,Country Club Park,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0
California,Los Angeles,Crenshaw,33076.0,15581.0,17495.0,1544.0,1454.0,2076.0,1345.0,2296.0,5109.0,4680.0,4532.0,1998.0,2184.0,3500.0,1630.0,728.0,41.6,3129.0,21047.0,337.0,991.0,76.0,139.0,36.0,17693.0,10368.0,1040.0,1864.0,160.0,1822.0,30840.0,34.8,14694.0,16112.0,35.0,66.0,449.0,424.0,708.0,792.0,3619.0,4353.0,2772.0,2894.0,4851.0,2020.0,4317.0,3611.0,57880.0,1596.0,26291.0,6762.0,2847.0,3915.0,5294.0
California,Los Angeles,Cypress Park,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0
California,Los Angeles,Downtown Arts District,9273.0,5367.0,3906.0,152.0,101.0,146.0,163.0,400.0,2762.0,1433.0,1286.0,547.0,632.0,873.0,302.0,476.0,41.2,3111.0,1925.0,25.0,2210.0,64.0,461.0,25.0,5309.0,1913.0,169.0,661.0,561.0,1024.0,8323.0,33.1,6100.0,7176.0,18.0,1378.0,226.0,65.0,290.0,271.0,372.0,392.0,222.0,3942.0,1248.0,503.0,2243.0,1323.0,26550.0,1567.0,6452.0,2803.0,1642.0,1161.0,2191.0
California,Los Angeles,Downtown Bunker Hill,14533.5,7791.5,6742.0,848.5,704.5,796.0,834.0,1030.5,3842.5,2346.5,1670.0,585.5,514.5,793.5,437.0,130.5,36.650000000000000,3785.0,1893.0,119.0,2531.0,112.0,490.0,0.0,8162.0,2933.5,596.5,1753.5,973.0,1094.0,11852.5,31.3,6786.0,7674.5,115.0,1585.0,1208.0,661.0,631.0,425.5,419.5,519.5,471.0,1639.0,1634.5,696.5,2157.5,1374.0,46626.0,1550.0,8071.0,6439.0,2081.5,4357.5,1733.5
California,Los Angeles,Downtown City West,28754.0,15409.0,13345.0,1697.0,1409.0,1592.0,1668.0,2061.0,7642.0,4562.0,3297.0,1127.0,985.0,1587.0,866.0,261.0,32.7,7518.0,3699.0,238.0,5062.0,224.0,980.0,0.0,16151.0,5867.0,1193.0,3463.0,1946.0,2145.0,23479.0,31.3,13564.0,15341.0,230.0,3170.0,2416.0,1322.0,1262.0,851.0,831.0,1039.0,942.0,3278.0,3261.0,1393.0,4315.0,2748.0,46626.0,1550.0,15916.0,12791.0,4163.0,8628.0,3240.0
California,Los Angeles,Downtown Civic Center,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0
California,Los Angeles,Downtown Historic Core,9273.0,5367.0,3906.0,152.0,101.0,146.0,163.0,400.0,2762.0,1433.0,1286.0,547.0,632.0,873.0,302.0,476.0,41.2,3111.0,1925.0,25.0,2210.0,64.0,461.0,25.0,5309.0,1913.0,169.0,661.0,561.0,1024.0,8323.0,33.1,6100.0,7176.0,18.0,1378.0,226.0,65.0,290.0,271.0,372.0,392.0,222.0,3942.0,1248.0,503.0,2243.0,1323.0,26550.0,1567.0,6452.0,2803.0,1642.0,1161.0,2191.0
California,Los Angeles,Dowtown Fashion District,13380.333333333300,7576.333333333330,5804.0,296.3333333333330,335.0,406.6666666666670,477.3333333333330,1151.0,3849.3333333333300,2230.3333333333300,1798.6666666666700,693.0,880.0,700.0,341.6666666666670,221.0,37.65,4360.333333333330,2118.0,327.6666666666670,2417.3333333333300,90.33333333333330,891.6666666666670,43.0,7934.666666666670,2989.6666666666700,486.0,1004.6666666666700,761.0,1388.0,11400.0,30.800000000000000,6873.0,8014.666666666670,48.333333333333300,2511.6666666666700,893.0,440.6666666666670,501.0,402.3333333333330,301.3333333333330,126.0,268.0,2522.3333333333300,1795.0,561.6666666666670,2823.0,1567.3333333333300,43406.0,1797.0,8802.333333333330,4573.666666666670,1764.6666666666700,2809.0,2418.0
California,Los Angeles,Echo Park,64769.0,32954.0,31815.0,3289.0,2255.0,2566.0,3006.0,3720.0,15940.0,11738.0,7970.0,3316.0,3286.0,4788.0,1863.0,1032.0,36.1,25707.0,2449.0,764.0,8411.0,225.0,1660.0,267.0,40173.0,20236.0,2209.0,4374.0,1386.0,6918.0,56644.0,31.7,26230.0,28179.0,184.0,1256.0,971.0,1381.0,2008.0,2652.0,2152.0,2317.0,2218.0,13040.0,7494.0,2564.0,14885.0,7234.0,80549.0,1827.0,41920.0,22548.0,10779.0,11769.0,6820.0
California,Los Angeles,"El Sereno, Monterey Hills, University Hills",44881.0,23189.0,21692.0,2401.0,2268.0,2827.0,2706.0,3816.0,6984.0,5934.0,5785.0,2537.0,2452.0,3875.0,2178.0,1118.0,37.4,11735.0,1256.0,593.0,5670.0,53.0,3235.0,4.0,23232.0,13223.0,2800.0,1059.0,493.0,2340.0,40506.0,31.3,13427.0,14203.0,0.0,303.0,388.0,922.0,1150.0,920.0,1376.0,2068.0,2203.0,4873.0,6907.0,1747.0,4904.0,2507.0,76608.0,1614.0,28351.0,16373.0,9531.0,6842.0,5492.0
California,Los Angeles,Elysian Valley,28244.0,14236.0,14008.0,1118.0,1293.0,841.0,862.0,1326.0,5054.0,5330.0,4396.0,1759.0,1406.0,2814.0,1354.0,691.0,41.4,14131.0,452.0,542.0,5772.0,109.0,926.0,9.0,17146.0,9465.0,1061.0,494.0,269.0,4067.0,26667.0,30.5,12052.0,13126.0,54.0,588.0,319.0,414.0,954.0,1349.0,1104.0,1915.0,1160.0,5269.0,2604.0,1540.0,8585.0,4199.0,108338.0,2207.0,19315.0,8653.0,5495.0,3158.0,3112.0
