State,City,Neighborhood,total population,prop males,prop females,prop of people under 5,prop of people aged 5-9,prop of people aged 10-14,prop of people aged 15-19,prop of people aged 20-24,prop of people aged 25-34,prop of people aged 35-44,prop of people aged 45-54,prop of people aged 55-59,prop of people aged 60-64,prop of people aged 65-74,prop of people aged 75-84,prop of people aged over 85,median aged,prop of white people,prop of black people,prop of native american people,prop of asian people(including indian and chinese),prop of pacific islander,prop of employeed people 16 and over,prop of commuters who drive to work,prop of commuter who carpool to work,prop of commuter who took public transport to work,prop of commuters who walk to work,prop of commuters who work from home,prop with health insurance ,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,prop of people 25 years or older who have high school degree,prop of poeple 25 years or older who have an associates degree,prop of people 25 years or older who have a bachelors degree,prop of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,prop of people born in the US,prop of people born outside the US,prop of naturalized citizens,prop of non-citizens,prop of people with a disability
Arizona,Pheonix,Ahwatukee Foothills,36305.42857142860,0.497816147,0.502183853,0.057996049,0.064240688,0.07658831,0.066570131,0.057767827,0.150603216,0.136126829,0.14486224,0.066515043,0.05766552,0.077422503,0.033796599,0.009845045,38.51428571,0.743879283,0.122565025,0.036794623,0.091758004,0.005003064,0.682921678,0.704188542,0.085436085,0.011039927,0.006776603,0.192558842,0.907133132,25.7,13262,13998,55.85714286,1214.142857,3154,4774,3163.571429,1118.142857,260.1428571,163.7142857,46.42857143,48,0.243372652,0.129449733,0.389926268,0.237251347,107436.57142857100,1736.142857142860,0.74447364,0.12776318,0.069587886,0.058175294,0.086555336
Arizona,Pheonix,Alahambra,35381.0,0.502317628,0.497682372,0.069579718,0.068615924,0.068013906,0.075116588,0.0808937,0.159902207,0.137217716,0.118645601,0.054568836,0.0496142,0.070622651,0.031887171,0.015321783,34.55,0.781469855,0.120870713,0.046120631,0.049532838,0.002005964,0.650967951,0.690926141,0.132378604,0.040758153,0.021288884,0.114648218,0.822418812,25.62,13577.8,14702.3,49,645.1,866.7,1166.6,2269.7,3435.4,2605.7,2744.2,639.3,280.6,0.424151674,0.12695524,0.283190122,0.165702965,59168.2,1198.3,0.644032052,0.177983974,0.059162173,0.118821801,0.143503575
Arizona,Pheonix,Camelback East,32076.5,0.520191313,0.479808687,0.045279774,0.042253155,0.044567934,0.065749069,0.109044004,0.206524507,0.126759466,0.108797198,0.057108267,0.052912568,0.077917894,0.041289314,0.02179685,38.375,0.846857797,0.065104569,0.028126125,0.055300458,0.004611051,0.694782531,0.684805269,0.079403961,0.027124988,0.028195774,0.180470009,0.873141812,21.8,14555.75,16415.66667,85.83333333,1650.916667,1634.25,1621.916667,2273.333333,3253,2627.5,2496.166667,499.0833333,273.6666667,0.233589614,0.097259656,0.409907975,0.259242755,82302.91666666670,1473.4166666666700,0.733426131,0.133286934,0.051795394,0.08149154,0.105253586
Arizona,Pheonix,Central City,26470.625,0.522541496,0.477458504,0.067352962,0.066663519,0.071584067,0.084008217,0.088824877,0.19863528,0.139805917,0.115019007,0.049200765,0.041980497,0.047892711,0.021764692,0.00726749,31.5,0.766928022,0.151848686,0.049890379,0.028018282,0.00331463,0.647741728,0.667128056,0.148329839,0.043967676,0.021749751,0.118824679,0.752829788,22.4,9365.375,10300.75,70,883.125,1220.625,882.625,1016,1351.5,1505.875,1710.75,810.125,850.125,0.499644321,0.100842249,0.255505919,0.144007512,53035.0,1170.5,0.59825541,0.200872295,0.054382622,0.146489673,0.106509574
Arizona,Pheonix,Deer Valley,34242.63636363640,0.495209322,0.504790678,0.058319108,0.061000507,0.062880141,0.059850957,0.059107598,0.15294861,0.135147835,0.138652238,0.068659752,0.059187244,0.091488814,0.038073215,0.01468398,38.37272727,0.882810898,0.041886708,0.015839923,0.058700171,0.0007623,0.679116349,0.702958126,0.088582973,0.009046065,0.015680193,0.183732643,0.910016487,26.80909091,13524.36364,14274.81818,55.18181818,1087.363636,3209.909091,3495,3299.363636,2578.818182,355.2727273,109.2727273,30.81818182,53.81818182,0.312707583,0.15478523,0.334176226,0.198330961,92294.18181818180,1580.3636363636400,0.787389581,0.106305209,0.058673542,0.047631667,0.116447066
Arizona,Pheonix,Desert View,29235.88888888890,0.48838756,0.51161244,0.049855011,0.053336272,0.065858933,0.064593365,0.046328143,0.101154213,0.123896429,0.157891936,0.076842389,0.064209514,0.114041722,0.063677444,0.018314629,42.78888889,0.909243522,0.02305257,0.003311672,0.063704907,0.000687328,0.628927653,0.658205491,0.060997054,0.002297647,0.01029252,0.268207288,0.944326418,24.75555556,11954,13538.66667,123.3333333,2250.888889,5067.111111,4467.333333,1152.111111,317,59.66666667,45.44444444,23.66666667,32.11111111,0.165359899,0.105674748,0.4346265,0.294338853,112751.66666666700,1945.888888888890,0.797599631,0.101200184,0.064286255,0.036913929,0.085887589
Arizona,Pheonix,Encanto,27823.090909090900,0.518297425,0.481702575,0.061208153,0.060361897,0.062769969,0.066066773,0.081897312,0.206290393,0.142298418,0.119776249,0.051566064,0.045554053,0.063678305,0.028135558,0.010396858,34.01818182,0.801101519,0.113131294,0.04311151,0.039911277,0.0027444,0.677574549,0.672053653,0.114852194,0.041463732,0.024130746,0.147499674,0.800927287,22.77272727,11296,12562.63636,84.63636364,997.1818182,1108.545455,1013.818182,1207.090909,2016.545455,2023.818182,2370,1012.454545,728.5454545,0.370676815,0.110311809,0.322939684,0.196071692,59805.09090909090,1257.2727272727300,0.638185016,0.180907492,0.055657531,0.125249961,0.109758409
Arizona,Pheonix,Estrella,48059.71428571430,0.508917478,0.491082522,0.077478018,0.085295674,0.092774465,0.092391014,0.077055924,0.158255504,0.149495568,0.115077077,0.044637921,0.033190852,0.050416446,0.019130962,0.004800575,29.62857143,0.724043219,0.181712612,0.058855902,0.031445017,0.00394325,0.640742353,0.724068801,0.141360118,0.018450686,0.007495804,0.108624591,0.811163493,29.21428571,13359.28571,13879.42857,147.1428571,1647.428571,6376.428571,688.5714286,1128.142857,1855.428571,693.8571429,787.7142857,377.5714286,177.1428571,0.566252676,0.150206052,0.178374402,0.105166869,75022.0,1376.4285714285700,0.612546994,0.193726503,0.075688257,0.118038246,0.097004322
Arizona,Pheonix,Laveen,47981.4,0.512073428,0.487926572,0.072957438,0.077225758,0.087554761,0.079997666,0.065375333,0.1552685,0.144931161,0.123481182,0.055563197,0.048435435,0.060215,0.023146469,0.005848099,33.36,0.715636344,0.177560373,0.049580289,0.053834437,0.003388557,0.628406754,0.706386807,0.137096697,0.019812215,0.009322269,0.127382012,0.816812348,27.62,14292.8,15037.2,173.8,1356.8,5452.6,2093.8,1510.6,1352.6,1020.2,1343,513.2,220.6,0.465961195,0.131780052,0.25225467,0.150004083,78073.6,1422.0,0.607408418,0.196295791,0.075202947,0.121092844,0.105011525
Arizona,Pheonix,Maryvale,38732.166666666700,0.508903022,0.491096978,0.069890229,0.079399982,0.088995796,0.092111208,0.088933402,0.153315719,0.140914313,0.117503539,0.049775596,0.042167793,0.048166253,0.02127861,0.00754756,30.29166667,0.812385897,0.111878138,0.037033603,0.035878309,0.002824053,0.641585271,0.725303373,0.156325966,0.022107987,0.010515967,0.085746707,0.778179635,28.525,11352.08333,11924.33333,119.5833333,764.3333333,2591.833333,1467.583333,1669.166667,2177.083333,1342.583333,1386.5,257.5833333,148.0833333,0.583924216,0.143314992,0.179767712,0.09299308,68944.08333333330,1311.3333333333300,0.577614889,0.211192555,0.068684951,0.142507604,0.112712087
Arizona,Pheonix,New Village,40823.666666666700,0.498909946,0.501090054,0.055466192,0.072841734,0.08090895,0.077348923,0.036874035,0.084909897,0.138677728,0.15110516,0.071445485,0.064456075,0.11508847,0.040956635,0.009920716,43.66666667,0.902925556,0.024646683,0.005329013,0.065874516,0.001224233,0.623564761,0.68977902,0.070416305,0.002423878,0.006510854,0.230869942,0.951245601,31.43333333,14122,15009.66667,267.6666667,4206.333333,7921.666667,1896,372.3333333,229.3333333,68.33333333,27,12.33333333,8.666666667,0.232457879,0.154459861,0.373719855,0.239362405,119515.0,1876.6666666666700,0.850399419,0.07480029,0.048717655,0.026082636,0.086167338
Arizona,Pheonix,North Gateway,37057.4,0.494432961,0.505567039,0.061348071,0.071251626,0.079109705,0.073642511,0.041832401,0.106478058,0.148531737,0.150922623,0.065233934,0.060230885,0.098355524,0.034109247,0.008953677,39.1,0.884625342,0.026588795,0.00546708,0.081958034,0.001360749,0.663802547,0.686891088,0.069930379,0.002493573,0.007149714,0.233535247,0.942224765,28.82,13248.2,14138.4,224.2,3579.2,7060,2087.6,835.8,197.8,61.6,36.8,21.8,33.6,0.205915363,0.147311899,0.389031932,0.257740807,119860.4,1913.2,0.813169334,0.093415333,0.057241652,0.036173681,0.082542218
Arizona,Pheonix,North Mountain,35798.90909090910,0.495743903,0.504256097,0.064189361,0.058417219,0.055862545,0.058988593,0.07466708,0.153635967,0.131106077,0.123637592,0.065327029,0.058427377,0.08883968,0.045973976,0.020927504,38.5,0.838404718,0.085150704,0.03145068,0.043025834,0.001968064,0.652185874,0.704274835,0.11450751,0.023898683,0.0169931,0.140325872,0.878244131,26.55454545,14283.36364,15169,32.63636364,429.5454545,965.0909091,1868.090909,3847.909091,5041.636364,1726.545455,970.0909091,176.0909091,111.3636364,0.385831904,0.149867281,0.292887177,0.171413638,70061.63636363640,1284.5454545454500,0.761043879,0.119478061,0.056987898,0.062490162,0.144135931
Arizona,Pheonix,North Scottsdale,32428.666666666700,0.486400921,0.513599079,0.040098267,0.04346977,0.06074872,0.053584277,0.041403696,0.106181773,0.11490862,0.143669182,0.082920461,0.079497564,0.13179697,0.076454988,0.025265711,44.96666667,0.897580166,0.019636633,0.00268995,0.07938714,0.000706112,0.607284434,0.636691105,0.060283087,0.006780523,0.012416833,0.283828453,0.957773986,22.83333333,13986,16299.33333,107,1888.666667,3622.666667,5499.333333,2996,1840,261.6666667,39,15.33333333,29.66666667,0.136460447,0.079323819,0.454460078,0.329755656,112370.0,2013.0,0.75957925,0.120210375,0.065924167,0.054286208,0.08942705
Arizona,Pheonix,Paradise Valley,34531.7,0.499462812,0.500537188,0.052334522,0.052305563,0.053319124,0.052050724,0.056469852,0.144406444,0.129701115,0.129301482,0.078131109,0.069394209,0.108245467,0.051066122,0.023274267,42.77,0.879490869,0.037611924,0.014915364,0.064150219,0.003831624,0.673626324,0.692183217,0.073549971,0.012026243,0.016787204,0.205453365,0.914064468,23.28,14767.5,16034.4,66.8,1077.5,1931.1,3428.3,4343.9,3615.1,904.4,495.3,88.1,83.9,0.228014397,0.114102634,0.389840214,0.268042755,103462.3,1730.7,0.750454301,0.124772849,0.061802779,0.062970071,0.104498186
Arizona,Pheonix,Pinnacle Peak,31133.0,0.488388527,0.511611473,0.054636559,0.051617255,0.052805705,0.064561719,0.041178171,0.057623743,0.090996692,0.168470755,0.105804131,0.068191308,0.155847493,0.069925802,0.018340667,51,0.961728395,0.010322359,0.001851852,0.02548011,0.000617284,0.611015622,0.688478046,0.029778805,0.00165071,0.014658303,0.265434137,0.944817396,26.6,12392,13509,73,2038,3163,5766,1189,896,225,122,37,0,0.182095798,0.108239552,0.431600973,0.278063677,117938.0,2030.0,0.867311098,0.066344451,0.047131578,0.019212873,0.084925963
Arizona,Pheonix,South Mountain,35235.38461538460,0.505558224,0.494441776,0.062164345,0.062572589,0.071254857,0.071837751,0.07999607,0.178020347,0.138405449,0.118844693,0.05491202,0.052606645,0.068539056,0.030705584,0.010140593,33.65384615,0.723504036,0.158547483,0.050221852,0.061665742,0.006060886,0.655570158,0.694683257,0.111869512,0.024496205,0.015660908,0.153290118,0.847120465,23.63846154,12606.15385,13548.69231,78.15384615,1213,2585.384615,2122.692308,2198.153846,2350.461538,1324.538462,963.3076923,351.1538462,361.8461538,0.356172374,0.120884237,0.316840849,0.20610254,69988.07692307690,1362.3076923076900,0.691033611,0.154483195,0.061886064,0.092597131,0.106656333
California,Los Angeles,Arleta,99804.0,0.512233979,0.487766021,0.056610957,0.068854956,0.073794637,0.074796601,0.0809186,0.156025811,0.129183199,0.132660014,0.063354174,0.045138471,0.068353974,0.038866178,0.011442427,34.3,0.817588242,0.045825804,0.024262137,0.11020359,0.002120226,0.602112191,0.72014319,0.165493041,0.037375474,0.01427192,0.062716375,0.87472446,30.1,22995,23926,15,552,1143,1102,2554,2385,2826,9832,2903,614,0.640092735,0.092098867,0.205324758,0.062483641,76942.0,1897.0,0.400663534,0.299668233,0.144942134,0.154726098,0.114043525
California,Los Angeles,Arlington Heights,59410.0,0.501632722,0.498367278,0.048846995,0.037805083,0.054452112,0.044436963,0.05936711,0.181619256,0.169415923,0.130651405,0.073472479,0.056673961,0.085322336,0.036458509,0.021477866,38.8,0.457779575,0.268431957,0.008565365,0.260296124,0.00492698,0.667156603,0.657402729,0.071382853,0.113424288,0.013980125,0.143810005,0.840683387,31,23576,26022,5,430,974,881,1188,2077,2507,2910,3146,11904,0.328786867,0.095370338,0.383098394,0.192744402,65972.0,1813.0,0.454264103,0.272867948,0.111835997,0.161031951,0.092795826
California,Los Angeles,Atwater Village,28244.0,0.504036255,0.495963745,0.039583628,0.045779635,0.029776236,0.030519756,0.046948024,0.17894066,0.188712647,0.155643677,0.062278714,0.049780484,0.09963178,0.047939385,0.024465373,41.4,0.675930355,0.021620587,0.025925572,0.276092988,0.000430498,0.686059539,0.616371451,0.069093514,0.032169836,0.017517583,0.264847617,0.944165132,30.5,12052,13126,54,588,319,414,954,1349,1104,1915,1160,5269,0.153827977,0.090973535,0.507147921,0.248050567,108338.0,2207.0,0.527429617,0.236285192,0.150050517,0.086234674,0.110182694
California,Los Angeles,Baldwin Hills,33076.0,0.471066634,0.528933366,0.046680372,0.043959366,0.062764542,0.040663926,0.069415891,0.15446245,0.141492321,0.137017777,0.060406337,0.06602975,0.105816907,0.049280445,0.022009917,41.6,0.122513704,0.824079875,0.013194988,0.038801879,0.001409554,0.631847725,0.679690573,0.068178838,0.122197456,0.010489052,0.11944408,0.932398113,34.8,14694,16112,35,66,449,424,708,792,3619,4353,2772,2894,0.327792418,0.136495709,0.291708899,0.244002973,57880.0,1596.0,0.660329022,0.169835489,0.071505714,0.098329775,0.160055629
California,Los Angeles,Bel Air Estates,21843.5,0.481859592,0.518140408,0.053311054,0.050152219,0.054089317,0.047565637,0.051342505,0.162863094,0.14212466,0.116991325,0.060819008,0.047176506,0.116602193,0.065328359,0.031634125,43,0.889503047,0.018201918,0.001002648,0.091061007,0.00023138,0.665878709,0.615538301,0.04486219,0.014666485,0.040276075,0.28465695,0.983244443,27.4,9576,10961.5,5,671.5,680,705.5,980.5,1993.5,2137,2013.5,742.5,1032.5,0.06259356,0.039234117,0.432689295,0.465483029,182399.5,3344.0,0.652919142,0.173540429,0.124408793,0.049131636,0.064801886
California,Los Angeles,Beverly Glen,7868.0,0.468098627,0.531901373,0.049313676,0.064819522,0.061260803,0.083629893,0.036985257,0.05744789,0.122775801,0.140188104,0.071682766,0.0526182,0.156329436,0.073716319,0.029232334,46.6,0.89700616,0.025784272,0,0.077209569,0,0.592324291,0.664459825,0.069515498,0.007824255,0.017153175,0.241047246,0.989450941,29.7,3001,3602,0,76,151,301,231,938,628,696,224,357,0.059047619,0.047830688,0.344761905,0.548359788,203194.0,,0.585331453,0.207334274,0.159379408,0.047954866,0.060879512
California,Los Angeles,Brentwood,35819.0,0.484882325,0.515117675,0.054189118,0.0469304,0.052514029,0.039643764,0.054496217,0.186018593,0.146374829,0.111895921,0.058432675,0.045981183,0.107875708,0.063485859,0.032161702,39.4,0.887861887,0.016543426,0.001221958,0.094090738,0.00028199,0.681620267,0.60684492,0.040481283,0.015882353,0.044385027,0.292406417,0.981881125,25.1,16151,18321,10,1267,1209,1110,1730,3049,3646,3331,1261,1708,0.063291667,0.037541667,0.45,0.449166667,161605.0,3344.0,0.668545607,0.165727196,0.116323488,0.049403708,0.065663475
California,Los Angeles,Byzantine-Latino Quarter,56628.0,0.488362647,0.511637353,0.044041817,0.061541993,0.057815921,0.060553083,0.075828212,0.188652257,0.145175532,0.133079042,0.054566645,0.05587342,0.073656142,0.036801582,0.012414353,35.7,0.501932843,0.06325324,0.037330402,0.393011445,0.004472069,0.639345646,0.565285124,0.068654445,0.262082458,0.027606695,0.076371277,0.749699795,34.6,19100,21251,78,1137,965,934,2067,1497,2772,1751,1926,8124,0.488182855,0.086970043,0.330724578,0.094122525,47599.0,1369.0,0.29236336,0.35381832,0.110026619,0.243791701,0.086441336
California,Los Angeles,Canoga Park,54369.0,0.488734389,0.511265611,0.051113686,0.057679928,0.058323677,0.066398131,0.063712778,0.139675183,0.119645386,0.145781603,0.073129909,0.068200629,0.088303997,0.043002446,0.025032647,40.3,0.662533445,0.075663857,0.012658592,0.248539946,0.00060416,0.656802774,0.692131024,0.102823795,0.045557229,0.014495482,0.14499247,0.894222811,30.4,18276,18780,15,767,528,1385,3832,3918,4138,3622,287,288,0.315377323,0.154267815,0.346041297,0.184313564,79673.0,1999.0,0.458423443,0.270788279,0.151140787,0.119647491,0.112748073
California,Los Angeles,Castellemare,21298.0,0.475161987,0.524838013,0.064607005,0.072213353,0.08132219,0.058268382,0.023758099,0.053854822,0.127148089,0.143863274,0.065921683,0.06977181,0.130575641,0.073058503,0.035637149,46.7,0.908560211,0.008885674,0,0.082450793,0.000103322,0.579209705,0.602987421,0.042789757,0.0012354,0.018867925,0.334119497,0.993285755,26.6,8135,9106,91,430,777,879,655,1703,1046,1961,1045,519,0.06061071,0.049562682,0.435399724,0.454426884,225256.0,,0.741455437,0.129272281,0.098078496,0.031193786,0.063339281
California,Los Angeles,Cheviot Hills,25956.0,0.497303128,0.502696872,0.058791802,0.064301125,0.039605486,0.028278625,0.045268917,0.181191247,0.148135306,0.134535368,0.066728309,0.056749884,0.090768994,0.056595777,0.02904916,40.1,0.739753246,0.028603114,0.002356638,0.226514486,0.002772515,0.684166935,0.628842477,0.053757906,0.035225768,0.02912193,0.253051919,0.964439821,25,11414,12545,117,893,746,566,1268,1760,1093,1872,1758,2472,0.096440448,0.056718808,0.456768075,0.390072669,123929.0,2783.0,0.577128553,0.211435724,0.129499038,0.081936685,0.093966713
California,Los Angeles,Chinatown,38430.0,0.615534738,0.384465262,0.025578975,0.020166537,0.019385896,0.031303669,0.094691647,0.304137393,0.172703617,0.112698413,0.042701015,0.041373927,0.064090554,0.047046578,0.02412178,35.2,0.323584079,0.177836227,0.013010696,0.484201298,0.001367701,0.50649929,0.552474376,0.083569138,0.077784066,0.080865246,0.205307175,0.679729378,28.6,14945,16350,156,3681,2090,1227,3355,1264,1632,720,743,1482,0.287451083,0.092773285,0.399530394,0.220245239,58444.0,2077.0,0.338237653,0.330881173,0.191910164,0.13897101,0.081290658
California,Los Angeles,Country Club Park,59410.0,0.501632722,0.498367278,0.048846995,0.037805083,0.054452112,0.044436963,0.05936711,0.181619256,0.169415923,0.130651405,0.073472479,0.056673961,0.085322336,0.036458509,0.021477866,38.8,0.457779575,0.268431957,0.008565365,0.260296124,0.00492698,0.667156603,0.657402729,0.071382853,0.113424288,0.013980125,0.143810005,0.840683387,31,23576,26022,5,430,974,881,1188,2077,2507,2910,3146,11904,0.328786867,0.095370338,0.383098394,0.192744402,65972.0,1813.0,0.454264103,0.272867948,0.111835997,0.161031951,0.092795826
California,Los Angeles,Crenshaw,33076.0,0.471066634,0.528933366,0.046680372,0.043959366,0.062764542,0.040663926,0.069415891,0.15446245,0.141492321,0.137017777,0.060406337,0.06602975,0.105816907,0.049280445,0.022009917,41.6,0.122513704,0.824079875,0.013194988,0.038801879,0.001409554,0.631847725,0.679690573,0.068178838,0.122197456,0.010489052,0.11944408,0.932398113,34.8,14694,16112,35,66,449,424,708,792,3619,4353,2772,2894,0.327792418,0.136495709,0.291708899,0.244002973,57880.0,1596.0,0.660329022,0.169835489,0.071505714,0.098329775,0.160055629
California,Los Angeles,Cypress Park,44897.0,0.514444172,0.485555828,0.052854311,0.055549369,0.041673163,0.043789117,0.055482549,0.18921086,0.159208856,0.133706038,0.067576898,0.059536272,0.092188788,0.035458939,0.01376484,38.7,0.667560947,0.031766398,0.042147828,0.258291535,0.000233291,0.693204749,0.625435003,0.105590062,0.05537201,0.017532267,0.196070658,0.91398089,29.7,16200,17095,40,897,487,872,1127,1548,2020,2143,1577,6384,0.29111609,0.088747657,0.383247222,0.236889031,88329.0,1934.0,0.485100956,0.257449522,0.153297004,0.104152519,0.10771321
California,Los Angeles,Downtown Arts District,9273.0,0.578777095,0.421222905,0.016391675,0.010891837,0.015744635,0.017577914,0.043135986,0.297853985,0.154534671,0.138682196,0.058988461,0.068154858,0.09414429,0.03256767,0.051331824,41.2,0.426398026,0.263843202,0.003426535,0.302905702,0.003426535,0.598264593,0.442005545,0.039048059,0.152726433,0.129621072,0.236598891,0.897552033,33.1,6100,7176,18,1378,226,65,290,271,372,392,222,3942,0.234718826,0.094602219,0.421854429,0.248824525,26550.0,1567.0,0.535080445,0.232459778,0.136175153,0.096284624,0.236277364
California,Los Angeles,Downtown Bunker Hill,14533.5,0.536106237,0.463893763,0.058382358,0.048474215,0.054770014,0.057384663,0.07090515,0.26438917,0.16145457,0.114906939,0.040286235,0.03540097,0.054597998,0.030068463,0.008979255,36.65,0.454490874,0.227305476,0.014289145,0.303914505,0,0.669867455,0.399088497,0.081150942,0.2385552,0.132371947,0.148833413,0.815529638,31.3,6786,7674.5,115,1585,1208,661,631,425.5,419.5,519.5,471,1639,0.27880597,0.11880597,0.368017058,0.234371002,46626.0,1550.0,0.385268987,0.307365507,0.099360351,0.208005155,0.119276155
California,Los Angeles,Downtown City West,28754.0,0.535890659,0.464109341,0.059017876,0.049001878,0.05536621,0.05800932,0.071676984,0.265771719,0.158656187,0.114662308,0.039194547,0.034256103,0.055192321,0.030117549,0.009076998,32.7,0.455167403,0.223951081,0.014409396,0.30647212,0,0.671391753,0.401464349,0.08163405,0.236964555,0.133159984,0.146777063,0.816547263,31.3,13564,15341,230,3170,2416,1322,1262,851,831,1039,942,3278,0.278313561,0.118887087,0.368268328,0.234531023,46626.0,1550.0,0.383536556,0.308231722,0.100318088,0.207913634,0.112679975
California,Los Angeles,Downtown Civic Center,38430.0,0.615534738,0.384465262,0.025578975,0.020166537,0.019385896,0.031303669,0.094691647,0.304137393,0.172703617,0.112698413,0.042701015,0.041373927,0.064090554,0.047046578,0.02412178,35.2,0.323584079,0.177836227,0.013010696,0.484201298,0.001367701,0.50649929,0.552474376,0.083569138,0.077784066,0.080865246,0.205307175,0.679729378,28.6,14945,16350,156,3681,2090,1227,3355,1264,1632,720,743,1482,0.287451083,0.092773285,0.399530394,0.220245239,58444.0,2077.0,0.338237653,0.330881173,0.191910164,0.13897101,0.081290658
California,Los Angeles,Downtown Historic Core,9273.0,0.578777095,0.421222905,0.016391675,0.010891837,0.015744635,0.017577914,0.043135986,0.297853985,0.154534671,0.138682196,0.058988461,0.068154858,0.09414429,0.03256767,0.051331824,41.2,0.426398026,0.263843202,0.003426535,0.302905702,0.003426535,0.598264593,0.442005545,0.039048059,0.152726433,0.129621072,0.236598891,0.897552033,33.1,6100,7176,18,1378,226,65,290,271,372,392,222,3942,0.234718826,0.094602219,0.421854429,0.248824525,26550.0,1567.0,0.535080445,0.232459778,0.136175153,0.096284624,0.236277364
California,Los Angeles,Dowtown Fashion District,13380.333333333300,0.566229043,0.433770957,0.022146932,0.025036745,0.030392865,0.035674248,0.086021773,0.287685907,0.166687427,0.134426148,0.051792432,0.065768167,0.052315588,0.025534989,0.016516778,37.65,0.470556495,0.228569373,0.035360984,0.260872693,0.004640455,0.642882221,0.450975463,0.073310539,0.151548673,0.11479284,0.209372486,0.851996712,30.8,6873,8014.666667,48.33333333,2511.666667,893,440.6666667,501,402.3333333,301.3333333,126,268,2522.333333,0.266044168,0.083246875,0.418408181,0.232300776,43406.0,1797.0,0.490389794,0.254805103,0.098311946,0.156493157,0.180712987
California,Los Angeles,Echo Park,64769.0,0.508792787,0.491207213,0.050780466,0.034816039,0.039617718,0.046411092,0.057434884,0.24610539,0.181228674,0.123052695,0.051197332,0.050734148,0.073924254,0.02876376,0.015933548,36.1,0.683733177,0.065136443,0.02032023,0.223708708,0.007101442,0.709031222,0.576146685,0.062893261,0.124533781,0.039461322,0.196964952,0.874554185,31.7,26230,28179,184,1256,971,1381,2008,2652,2152,2317,2218,13040,0.232899276,0.079684247,0.462597508,0.22481897,80549.0,1827.0,0.481750483,0.259124759,0.12387377,0.135250988,0.105297287
California,Los Angeles,"El Sereno, Monterey Hills, University Hills",44881.0,0.516677436,0.483322564,0.053497025,0.050533633,0.062988793,0.060292774,0.085024843,0.155611506,0.132216305,0.128896415,0.056527261,0.054633364,0.086339431,0.04852833,0.024910318,37.4,0.60935715,0.065219649,0.030792398,0.294423097,0.000207706,0.621425705,0.66397188,0.14059754,0.053175998,0.02475521,0.117499372,0.902519997,31.3,13427,14203,0,303,388,922,1150,920,1376,2068,2203,4873,0.429940865,0.108745721,0.305259882,0.156053533,76608.0,1614.0,0.464032604,0.267983698,0.15599784,0.111985859,0.12236804
California,Los Angeles,Elysian Valley,28244.0,0.504036255,0.495963745,0.039583628,0.045779635,0.029776236,0.030519756,0.046948024,0.17894066,0.188712647,0.155643677,0.062278714,0.049780484,0.09963178,0.047939385,0.024465373,41.4,0.675930355,0.021620587,0.025925572,0.276092988,0.000430498,0.686059539,0.616371451,0.069093514,0.032169836,0.017517583,0.264847617,0.944165132,30.5,12052,13126,54,588,319,414,954,1349,1104,1915,1160,5269,0.153827977,0.090973535,0.507147921,0.248050567,108338.0,2207.0,0.527429617,0.236285192,0.150050517,0.086234674,0.110182694
California,Los Angeles,Fairfax,37713.0,0.492217538,0.507782462,0.04282343,0.035823191,0.04396362,0.031925331,0.063665049,0.248216795,0.19897648,0.128152096,0.052581338,0.048418317,0.067430329,0.026409991,0.011614032,36.5,0.699094883,0.073517641,0.004310079,0.222338526,0.000738871,0.764302336,0.627605941,0.058681928,0.026706636,0.034246264,0.252759232,0.937342561,29.1,19753,21848,33,1413,1751,1153,1752,1265,1096,1858,3266,8261,0.103031817,0.051682492,0.541520906,0.303764784,97583.0,2652.0,0.58639473,0.206802635,0.113905076,0.092897559,0.071407737
California,Los Angeles,Florence-Graham,57652.0,0.504787345,0.495212655,0.071896899,0.080135988,0.088808714,0.083605079,0.081679734,0.157427323,0.133473253,0.131721363,0.05122112,0.04240963,0.051342538,0.016911816,0.009366544,31,0.734638636,0.193765226,0.055309934,0.01569972,0.000586484,0.611442411,0.714554243,0.13292159,0.084854995,0.020005371,0.047663802,0.818358426,35.5,13597,14157,17,411,616,451,908,905,1536,2257,2716,4340,0.67696793,0.128113286,0.153685964,0.04123282,57698.0,1413.0,0.419068136,0.290465932,0.091943128,0.198522804,0.09690904
California,Los Angeles,Glassell Park,44897.0,0.514444172,0.485555828,0.052854311,0.055549369,0.041673163,0.043789117,0.055482549,0.18921086,0.159208856,0.133706038,0.067576898,0.059536272,0.092188788,0.035458939,0.01376484,38.7,0.667560947,0.031766398,0.042147828,0.258291535,0.000233291,0.693204749,0.625435003,0.105590062,0.05537201,0.017532267,0.196070658,0.91398089,29.7,16200,17095,40,897,487,872,1127,1548,2020,2143,1577,6384,0.29111609,0.088747657,0.383247222,0.236889031,88329.0,1934.0,0.485100956,0.257449522,0.153297004,0.104152519,0.10771321
