State,City,Neighborhood,total population,prop males,prop females,prop of people under 5,prop of people aged 5-9,prop of people aged 10-14,prop of people aged 15-19,prop of people aged 20-24,prop of people aged 25-34,prop of people aged 35-44,prop of people aged 45-54,prop of people aged 55-59,prop of people aged 60-64,prop of people aged 65-74,prop of people aged 75-84,prop of people aged over 85,median aged,prop of white people,prop of black people,prop of native american people,prop of asian people(including indian and chinese),prop of pacific islander,prop of employeed people 16 and over,prop of commuters who drive to work,prop of commuter who carpool to work,prop of commuter who took public transport to work,prop of commuters who walk to work,prop of commuters who work from home,prop with health insurance ,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,prop of people 25 years or older who have high school degree,prop of poeple 25 years or older who have an associates degree,prop of people 25 years or older who have a bachelors degree,prop of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,prop of people born in the US,prop of people born outside the US,prop of naturalized citizens,prop of non-citizens,prop of people with a disability
California,Los Angeles,West Toluca Lake,19980.0,0.494394394,0.505605606,0.043143143,0.033583584,0.026726727,0.03008008,0.04964965,0.20015015,0.208158158,0.146846847,0.064564565,0.067267267,0.074974975,0.042942943,0.011911912,39.6,0.782073488,0.088642831,0.005134232,0.118644068,0.005505382,0.776028583,0.67565346,0.049153378,0.025480848,0.014630939,0.235081374,0.944194194,28.5,10057,10638,74,627,920,1013,1856,967,1647,1242,985,1307,0.14482312,0.131385089,0.524973691,0.198818101,93210.0,2226.0,0.664861262,0.167569369,0.108282643,0.059286726,0.078478478
California,Los Angeles,Westchester,41123.0,0.472849743,0.527150257,0.047491671,0.039856042,0.034943949,0.09527515,0.103251222,0.160129368,0.136784768,0.121999854,0.05989349,0.062811565,0.082994918,0.033120152,0.021447852,36.2,0.693060418,0.107759524,0.0134662,0.183439567,0.002274292,0.64877819,0.640646942,0.051426081,0.010023728,0.048278534,0.249624716,0.964812878,27.1,15852,17377,181,1910,1311,1174,1196,1127,1168,4594,4444,272,0.105616094,0.095231443,0.491058955,0.308093508,125692.0,2787.0,0.715377229,0.142311386,0.078827606,0.063483779,0.083821706
California,Los Angeles,Western Wilton,38400.0,0.499166667,0.500833333,0.049635417,0.053697917,0.03859375,0.046354167,0.057395833,0.221770833,0.156927083,0.135546875,0.061458333,0.05734375,0.073828125,0.031067708,0.016380208,36.8,0.264960644,0.097688962,0.010998095,0.625453761,0.000898537,0.686616085,0.545898885,0.070719413,0.190825314,0.058092765,0.134463622,0.850494792,32.1,17321,18981,25,673,748,2021,2487,4060,3263,1329,599,3776,0.241173797,0.092883479,0.485327542,0.180615183,55321.0,1673.0,0.298302563,0.350848718,0.171045513,0.179803206,0.091640625
California,Los Angeles,Westlake,47142.0,0.53122481,0.46877519,0.05381613,0.064358746,0.063998133,0.049276654,0.083450002,0.199970302,0.154575538,0.113189937,0.053370667,0.041237113,0.072016461,0.034343049,0.016397268,34.2,0.445659109,0.134969586,0.059934493,0.357905483,0.001531328,0.671785029,0.412200832,0.105055498,0.36264308,0.060397156,0.059703434,0.726422299,37.1,16986,18087,34,1124,1073,1415,1817,2695,2158,1634,1365,4772,0.402107823,0.097959735,0.382853668,0.117078773,46513.0,1376.0,0.283722484,0.358138758,0.10234325,0.255795508,0.112065674
California,Los Angeles,Westwood,50392.0,0.427409113,0.572590887,0.022741705,0.019784886,0.013633116,0.215133355,0.285005556,0.1342475,0.064176853,0.052925067,0.030064296,0.034271313,0.058580727,0.03780362,0.031632005,22.9,0.637733756,0.053281246,0.003698481,0.302327732,0.002958785,0.504877844,0.399397288,0.031692617,0.024259166,0.304520342,0.240130588,0.967157485,20.9,16843,20313,0,841,1747,1422,3832,4105,3015,1717,1638,1996,0.102594645,0.039204516,0.425242115,0.432958724,74852.0,2794.0,0.544337165,0.227831418,0.121731801,0.106099617,0.081441499
California,Los Angeles,Wilmington,54277.0,0.528050555,0.471949445,0.069900695,0.080918253,0.079352212,0.076164858,0.082226357,0.151445364,0.140869982,0.131160528,0.045931057,0.039206294,0.06496306,0.025941006,0.011920335,32.1,0.87546045,0.053932458,0.011275764,0.051739167,0.00759216,0.612961899,0.776933393,0.131560125,0.032051855,0.017478766,0.041975861,0.848683604,26.1,14949,15623,47,581,1138,717,1608,1885,1784,2904,2372,2587,0.671509226,0.12434591,0.148375103,0.05576976,58869.0,1425.0,0.458785264,0.270607368,0.098289047,0.17231832,0.081010373
California,Los Angeles,Windsor Hills,44461.0,0.479228987,0.520771013,0.042958998,0.05865815,0.065135737,0.058185826,0.065608061,0.118598322,0.138390949,0.139942871,0.06005263,0.06754234,0.09388003,0.06601291,0.025033175,40.8,0.17607064,0.784164827,0.008712288,0.027549669,0.003502575,0.585634464,0.756458587,0.042355028,0.07373323,0.007927708,0.119525446,0.935471537,36,17132,18614,10,305,334,445,1075,1319,1415,2458,3491,7762,0.356730868,0.138222268,0.308425173,0.196621691,63990.0,1723.0,0.69169794,0.15415103,0.08152715,0.07262388,0.156834079
California,Los Angeles,Windsor Square,34793.0,0.504598626,0.495401374,0.049830426,0.051432759,0.046697612,0.043528871,0.073635501,0.218456299,0.154025235,0.128402265,0.059264795,0.05367459,0.070524243,0.033505303,0.017022102,35.475,0.365463605,0.084988665,0.019370188,0.528202366,0.001975176,0.689323663,0.558931784,0.076906047,0.182191781,0.040971357,0.140999031,0.831079527,31.65,14839,16540.25,99.25,1003.25,757.5,1133.5,1732,2310.75,2374.25,1252.5,966.75,4910.5,0.286495034,0.082638665,0.451726308,0.179139993,63855.25,1858.0,0.324064945,0.337967527,0.142331195,0.195636332,0.085785934
California,Los Angeles,Winnetka,49460.0,0.489688637,0.510311363,0.064537,0.059300445,0.058552366,0.06107966,0.073938536,0.148665588,0.130327537,0.140052568,0.067064294,0.059462192,0.077456531,0.040598463,0.01896482,37.3,0.598327868,0.05881293,0.01527983,0.326714476,0.000864896,0.671233215,0.729577944,0.112831858,0.041056841,0.010551396,0.105981961,0.90012131,30.2,14466,14982,28,413,506,715,1734,2585,2093,6140,571,197,0.38025882,0.132263937,0.361019535,0.126457708,82380.0,2125.0,0.408688702,0.295655649,0.172232688,0.123422961,0.105095026
California,Los Angeles,Woodland Hills,32639.0,0.499800852,0.500199148,0.05783725,0.050553019,0.058993842,0.054145348,0.062226171,0.155396918,0.135742517,0.141265051,0.064347866,0.063413401,0.090719691,0.042211771,0.023147155,39.575,0.782261598,0.065530838,0.007876162,0.143542813,0.00078859,0.665942982,0.67763345,0.074887014,0.024604153,0.024540944,0.198334439,0.932090444,32.525,12114,13004.75,110.75,897.75,1224.25,1088.5,2227.75,2303,2438.25,2204.25,260.75,249.5,0.205958587,0.100591199,0.420566736,0.272883478,121187.25,2791.75,0.53053684,0.23473158,0.135217373,0.099514207,0.092044793
California,San Francisco,Bayview Hunters Point,37347.0,0.498540713,0.501459287,0.06222722,0.057434332,0.064476397,0.067528851,0.050740354,0.159611214,0.143197579,0.12662329,0.061879134,0.065145795,0.083005328,0.039815782,0.018314724,37,0.148989988,0.340874758,0.009450202,0.468153873,0.032531179,0.618148999,0.475960047,0.133879273,0.263663999,0.025808053,0.100688628,0.947572764,31.4,11165,11942,0,1751,886,1020,950,1123,922,752,1289,3249,0.424632737,0.113486041,0.326951194,0.134930029,76341.0,1486.0,0.455633762,0.272183119,0.171830217,0.100352902,0.115779045
California,San Francisco,Bernal Heights,69679.0,0.53719198,0.46280802,0.05011553,0.043858264,0.037586647,0.023895291,0.042150433,0.206001808,0.20789621,0.146629544,0.058382009,0.053703411,0.074211742,0.03939494,0.01617417,39,0.692919317,0.066852193,0.014730499,0.223028959,0.002469032,0.747273268,0.297546012,0.062016538,0.287489997,0.076553748,0.276393705,0.947416008,31.3,27220,30575,86,917,1508,941,1131,1767,1796,1568,1327,19534,0.149020161,0.052023121,0.447177969,0.351778749,152115.0,2683.0,0.562204653,0.218897673,0.105484566,0.113413107,0.107507283
California,San Francisco,Castro/Upper Market,33858.0,0.598145195,0.401854805,0.033876779,0.035442141,0.032547699,0.014472207,0.030332565,0.206096048,0.193100597,0.16876366,0.076909445,0.063943529,0.092356312,0.036328194,0.015830823,42,0.807198642,0.02811545,0.007300509,0.155348048,0.002037351,0.779407412,0.24549373,0.045062696,0.305152821,0.059757053,0.344533699,0.971853033,33.7,16946,18521,0,351,605,477,771,1106,1876,1289,763,11283,0.063528857,0.039955997,0.457667073,0.438848073,184671.0,3046.0,0.668814974,0.165592513,0.100772897,0.064819616,0.089934432
California,San Francisco,Chinatown,18765.0,0.498241407,0.501758593,0.036983746,0.019531042,0.028297362,0.028510525,0.05243805,0.202078337,0.137916334,0.107300826,0.076179057,0.074606981,0.115134559,0.073221423,0.047801759,44.25,0.381270106,0.030173954,0.008489217,0.577713571,0.002353151,0.63117594,0.173478705,0.031419518,0.236264031,0.304849885,0.253987862,0.962723155,28.9,9740.5,11759.5,0,73.5,507.5,466.5,723,718,1084.5,713,604,6869.5,0.200432351,0.062925889,0.443347902,0.293293858,73210.0,1651.0,0.386955477,0.306522261,0.187757591,0.11876467,0.15134559
California,San Francisco,Excelsior,80880.0,0.498973788,0.501026212,0.040059347,0.048813056,0.05074184,0.043867458,0.047230465,0.152584075,0.146612265,0.151001484,0.071909001,0.064342235,0.108592977,0.048479228,0.025766568,43,0.267795735,0.04265487,0.004617446,0.680233778,0.004698171,0.656219463,0.428785047,0.110679128,0.291788162,0.017345794,0.151401869,0.942383778,32.4,23106,24396,0,496,595,639,1117,988,1413,3602,3325,12221,0.301740267,0.127508522,0.402952559,0.167798652,120731.0,2248.0,0.361394356,0.319302822,0.216225143,0.103077679,0.103424827
California,San Francisco,Financial District,6249.0,0.544407105,0.455592895,0.028911292,0.013015416,0.007094468,0.022510268,0.062676695,0.354456713,0.171867499,0.117298768,0.059902918,0.048647784,0.073718462,0.025390729,0.014508988,42.83333333,0.420326081,0.01096404,0.001931489,0.559790945,0.006987445,0.791619924,0.107879773,0.021770918,0.1471974,0.397806661,0.325345248,0.961220462,26.2,3447,4164,86.33333333,1317.333333,1114.666667,433,309.6666667,241,291.6666667,104.3333333,14,252,0.065302631,0.037000071,0.396520995,0.501176303,105746.5,2505.6666666666700,0.369493754,0.315253123,0.126926729,0.188326393,0.051208193
California,San Francisco,Glen Park,28705.0,0.517366312,0.482633688,0.050583522,0.049329385,0.044696046,0.031562446,0.043685769,0.169169134,0.173349591,0.143703188,0.078731928,0.059397318,0.085873541,0.050095802,0.019822331,40.8,0.681707317,0.048191758,0.001724138,0.268376787,0,0.735562434,0.370060976,0.056890244,0.213719512,0.025487805,0.333841463,0.979864135,33.7,12477,13743,0,284,340,441,619,3114,2466,1828,560,4091,0.065471708,0.053773159,0.408997339,0.471757795,196571.0,3086.0,0.596672787,0.201663607,0.116730652,0.084932955,0.073227661
California,San Francisco,Haight Ashbury,39496.0,0.533851529,0.466148471,0.04364999,0.029927081,0.019293093,0.021394572,0.054840997,0.350237999,0.169257646,0.129051043,0.043371481,0.035446628,0.062715212,0.032231112,0.008583148,34.5,0.799587077,0.054290616,0.00686266,0.139259647,0,0.801551859,0.20410841,0.043503219,0.3509779,0.107671491,0.293738981,0.965591452,32.7,17619,19773,23,50,487,730,859,1117,1022,1034,727,13724,0.064708328,0.03924761,0.537723431,0.358320632,190444.0,2899.0,0.715986171,0.142006914,0.066911733,0.075095182,0.077045777
California,San Francisco,Hayes Valley,36786.5,0.54991641,0.45008359,0.037622497,0.025892651,0.024723744,0.024383945,0.053361967,0.306851698,0.168975032,0.13195058,0.053511478,0.045587376,0.076182839,0.034129368,0.016826825,37.05,0.648004352,0.09336103,0.013996736,0.240912013,0.003725868,0.737287757,0.195905938,0.031055901,0.344756749,0.163689973,0.26459144,0.955024262,31.05,18325,21117.5,76,1383.5,1049.5,831,1174,1340.5,1096.5,891.5,761,12514,0.138512602,0.057649621,0.481547557,0.322290219,126416.0,2255.5,0.573247447,0.213376276,0.10423758,0.109138696,0.139548476
California,San Francisco,Inner Richmond,40108.0,0.471053156,0.528946844,0.045202952,0.033684053,0.036775706,0.061882916,0.060162561,0.208985739,0.155530069,0.122593996,0.04807021,0.054128852,0.088959809,0.051610651,0.032412486,38.4,0.59505556,0.017084446,0.002699055,0.38286387,0.002297068,0.68671234,0.329109291,0.06578526,0.252207329,0.064916053,0.287982067,0.976039693,33.4,16984,18938,0,146,512,510,678,1458,1775,1593,1192,11074,0.059894586,0.059135921,0.511659479,0.369310014,157143.0,2666.0,0.582771106,0.208614447,0.141028431,0.067586016,0.090804827
California,San Francisco,Inner Sunset,59453.0,0.491531125,0.508468875,0.048004306,0.03759272,0.035977999,0.035254739,0.050527307,0.191563083,0.160513347,0.124367147,0.068373337,0.060434293,0.104990497,0.053252149,0.029149076,40.8,0.446843821,0.025421247,0.0021282,0.518070172,0.00753656,0.67117281,0.390040231,0.088880625,0.232124142,0.06879881,0.220156192,0.970682724,33,22420,24030,15,99,304,345,789,1794,2417,2677,4946,10644,0.130619332,0.078470825,0.496210138,0.294699705,141760.0,2703.0,0.466740754,0.266629623,0.206865469,0.059764154,0.095958152
California,San Francisco,Japantown,33299.0,0.520886513,0.479113487,0.039250428,0.022282951,0.028859726,0.028169014,0.048680141,0.274212439,0.148713175,0.116940449,0.050301811,0.047118532,0.108952221,0.048049491,0.038469624,37.9,0.625710429,0.139244103,0.001633987,0.233411481,0,0.693882267,0.259835568,0.062903493,0.282513933,0.097058986,0.297688021,0.955043695,30,16737,19498,21,576,666,1105,1307,2330,2522,1038,940,8993,0.094221583,0.045567908,0.494399121,0.365811388,149927.0,2543.0,0.58376711,0.208116445,0.135000964,0.073115481,0.113066458
California,San Francisco,Lakeshore,27641.0,0.482761116,0.517238884,0.02141746,0.032162367,0.037299664,0.109511233,0.097753337,0.1459788,0.129807171,0.101081726,0.05137296,0.077240331,0.111645744,0.052422127,0.03230708,38.9,0.335655506,0.089650368,0.003178473,0.567030957,0.004484695,0.634247284,0.42585771,0.102636331,0.234236186,0.062621885,0.174647887,0.966860823,32.3,10576,11864,0,303,414,346,555,1121,561,3285,3599,1680,0.156020803,0.101213495,0.47719696,0.265568742,104537.0,2559.0,0.429000907,0.285499546,0.203576519,0.081923027,0.100683767
California,San Francisco,Lincoln Park,43304.0,0.474020876,0.525979124,0.052166082,0.03697118,0.044222243,0.041266396,0.044822649,0.164072603,0.146730094,0.141234066,0.061195271,0.061033623,0.115855348,0.054429152,0.036001293,42.6,0.487777546,0.018086104,0.004143646,0.489810278,0.000182425,0.658877135,0.386127699,0.091364263,0.224115756,0.036610014,0.261782269,0.962474598,33.8,17955,19606,35,236,355,840,1377,1383,1768,1273,1732,10607,0.109228226,0.078830691,0.49026828,0.321672804,132519.0,2275.0,0.492313552,0.253843224,0.179506267,0.074336957,0.099806023
California,San Francisco,Lone Mountain,40108.0,0.471053156,0.528946844,0.045202952,0.033684053,0.036775706,0.061882916,0.060162561,0.208985739,0.155530069,0.122593996,0.04807021,0.054128852,0.088959809,0.051610651,0.032412486,38.4,0.59505556,0.017084446,0.002699055,0.38286387,0.002297068,0.68671234,0.329109291,0.06578526,0.252207329,0.064916053,0.287982067,0.976039693,33.4,16984,18938,0,146,512,510,678,1458,1775,1593,1192,11074,0.059894586,0.059135921,0.511659479,0.369310014,157143.0,2666.0,0.582771106,0.208614447,0.141028431,0.067586016,0.090804827
California,San Francisco,Marina,24721.0,0.47425266,0.52574734,0.058937745,0.024392217,0.028194652,0.024392217,0.048501274,0.351280288,0.156466162,0.123255532,0.031107156,0.040734598,0.060393997,0.036406294,0.015937867,33.7,0.86845158,0.004686557,0.002737692,0.118880794,0.005243376,0.814469131,0.275624797,0.069912366,0.230639403,0.070042194,0.35378124,0.984830711,32.6,12732,14847,0,218,388,535,593,1004,1394,982,1008,8725,0.036005839,0.023247013,0.572579337,0.368167811,211854.0,3260.0,0.718814226,0.140592887,0.068728881,0.071864005,0.054407184
California,San Francisco,Mission,51039.5,0.557646529,0.442353471,0.043848392,0.039048188,0.032396477,0.022090734,0.048364502,0.235983895,0.195113588,0.145798842,0.054183525,0.053096131,0.077146132,0.036814624,0.01611497,37.9,0.61646665,0.077095455,0.019776719,0.283758792,0.002902385,0.739142952,0.251039623,0.052260167,0.291166358,0.12686097,0.278672883,0.947765946,28.95,21947.5,25356.5,305,2962,2292.5,920.5,1020,1329.5,1377.5,1039,1044,13066.5,0.164140053,0.054866639,0.456185976,0.324807332,131571.5,2445.0,0.53513399,0.232433005,0.112988792,0.119444213,0.115851448
California,San Francisco,Mission Bay,10205.0,0.470847624,0.529152376,0.103576678,0.039294463,0.023321901,0.030181284,0.03655071,0.308378246,0.220578148,0.084860363,0.036060755,0.030279275,0.049681529,0.013620774,0.023615875,33.6,0.338445329,0.116951534,0,0.530320768,0.014282369,0.795863204,0.200762599,0.037135279,0.193799735,0.189655172,0.378647215,0.996570309,33.1,4501,4966,124,2322,2101,200,0,0,36,24,85,74,0.093339241,0.030276178,0.31590607,0.560478511,180208.0,2956.0,0.398807484,0.300596258,0.145295045,0.155301213,0.079862812
California,San Francisco,Nob Hill,56333.0,0.51607406,0.48392594,0.027639217,0.011680542,0.015976426,0.017556317,0.053467772,0.307208918,0.168764312,0.123835052,0.046438145,0.053840555,0.084639554,0.052722205,0.036230984,37.4,0.637972085,0.053037767,0.007984401,0.300513136,0.000492611,0.726915705,0.161824965,0.042933154,0.248394594,0.300348603,0.246498685,0.950153551,30.5,32462,38996,66,1371,1369,1654,2384,3174,3632,1911,1571,21864,0.120741291,0.057107021,0.491028234,0.331123455,108691.0,2246.0,0.540556851,0.229721575,0.119668084,0.110053491,0.145864768
California,San Francisco,Noe Valley,33858.0,0.598145195,0.401854805,0.033876779,0.035442141,0.032547699,0.014472207,0.030332565,0.206096048,0.193100597,0.16876366,0.076909445,0.063943529,0.092356312,0.036328194,0.015830823,42,0.807198642,0.02811545,0.007300509,0.155348048,0.002037351,0.779407412,0.24549373,0.045062696,0.305152821,0.059757053,0.344533699,0.971853033,33.7,16946,18521,0,351,605,477,771,1106,1876,1289,763,11283,0.063528857,0.039955997,0.457667073,0.438848073,184671.0,3046.0,0.668814974,0.165592513,0.100772897,0.064819616,0.089934432
California,San Francisco,North Beach,25460.0,0.501178319,0.498821681,0.043362137,0.01700707,0.029850746,0.025805185,0.051178319,0.195679497,0.136252946,0.113040063,0.070502749,0.085153181,0.116653574,0.067556952,0.047957581,45.1,0.400167563,0.036114296,0.008907311,0.551327278,0.003483552,0.637093641,0.21167533,0.028708517,0.244062375,0.257097161,0.258456617,0.960997643,31.1,12998,15552,0,113,844,672,1114,818,1536,1249,873,8333,0.18341657,0.067660943,0.448245194,0.300677294,77652.0,1705.0,0.40661527,0.296692365,0.184254884,0.112437481,0.156362922
California,San Francisco,Oceanview/Merced/Ingleside,80880.0,0.498973788,0.501026212,0.040059347,0.048813056,0.05074184,0.043867458,0.047230465,0.152584075,0.146612265,0.151001484,0.071909001,0.064342235,0.108592977,0.048479228,0.025766568,43,0.267795735,0.04265487,0.004617446,0.680233778,0.004698171,0.656219463,0.428785047,0.110679128,0.291788162,0.017345794,0.151401869,0.942383778,32.4,23106,24396,0,496,595,639,1117,988,1413,3602,3325,12221,0.301740267,0.127508522,0.402952559,0.167798652,120731.0,2248.0,0.361394356,0.319302822,0.216225143,0.103077679,0.103424827
California,San Francisco,Outer Mission,80880.0,0.498973788,0.501026212,0.040059347,0.048813056,0.05074184,0.043867458,0.047230465,0.152584075,0.146612265,0.151001484,0.071909001,0.064342235,0.108592977,0.048479228,0.025766568,43,0.267795735,0.04265487,0.004617446,0.680233778,0.004698171,0.656219463,0.428785047,0.110679128,0.291788162,0.017345794,0.151401869,0.942383778,32.4,23106,24396,0,496,595,639,1117,988,1413,3602,3325,12221,0.301740267,0.127508522,0.402952559,0.167798652,120731.0,2248.0,0.361394356,0.319302822,0.216225143,0.103077679,0.103424827
California,San Francisco,Outer Richmond,43304.0,0.474020876,0.525979124,0.052166082,0.03697118,0.044222243,0.041266396,0.044822649,0.164072603,0.146730094,0.141234066,0.061195271,0.061033623,0.115855348,0.054429152,0.036001293,42.6,0.487777546,0.018086104,0.004143646,0.489810278,0.000182425,0.658877135,0.386127699,0.091364263,0.224115756,0.036610014,0.261782269,0.962474598,33.8,17955,19606,35,236,355,840,1377,1383,1768,1273,1732,10607,0.109228226,0.078830691,0.49026828,0.321672804,132519.0,2275.0,0.492313552,0.253843224,0.179506267,0.074336957,0.099806023
California,San Francisco,Pacific Heights,33299.0,0.520886513,0.479113487,0.039250428,0.022282951,0.028859726,0.028169014,0.048680141,0.274212439,0.148713175,0.116940449,0.050301811,0.047118532,0.108952221,0.048049491,0.038469624,37.9,0.625710429,0.139244103,0.001633987,0.233411481,0,0.693882267,0.259835568,0.062903493,0.282513933,0.097058986,0.297688021,0.955043695,30,16737,19498,21,576,666,1105,1307,2330,2522,1038,940,8993,0.094221583,0.045567908,0.494399121,0.365811388,149927.0,2543.0,0.58376711,0.208116445,0.135000964,0.073115481,0.113066458
California,San Francisco,Portola,40738.0,0.502675635,0.497324365,0.039496293,0.038907163,0.056679268,0.039619029,0.049118759,0.137291963,0.143330551,0.136850115,0.094113604,0.082601011,0.106730816,0.050051549,0.025209878,44.5,0.191307425,0.071180044,0.003862712,0.72501032,0.0086395,0.636412658,0.497515434,0.152185916,0.217487326,0.013803142,0.119008181,0.957435318,32.9,12467,13124,0,266,903,772,681,1129,1493,2288,2910,2682,0.372402546,0.141722342,0.352727655,0.133147456,104247.0,1890.0,0.321758921,0.33912054,0.251743477,0.087377063,0.108694585
California,San Francisco,Potrero Hill,30340.0,0.526697429,0.473302571,0.039881345,0.028905735,0.016578774,0.023764008,0.05151615,0.316875412,0.196143705,0.126137113,0.036684245,0.036090969,0.070566908,0.039716546,0.01713909,35.8,0.588963302,0.032976932,0.002389065,0.374378256,0.001292445,0.785369369,0.25317139,0.026990553,0.195951417,0.197031039,0.326855601,0.975280158,32.4,15271,18503,284,3492,4887,1904,2083,778,603,418,425,3629,0.094316422,0.033381911,0.443346389,0.428955278,176788.0,3387.0,0.520084196,0.239957902,0.125341419,0.114616483,0.098813448
California,San Francisco,Presidio,3952.0,0.462803644,0.537196356,0.120951417,0.065030364,0.060475709,0.026062753,0.042763158,0.250253036,0.213562753,0.149544534,0.032135628,0.001518219,0.008603239,0.003036437,0.026062753,34.1,0.87504567,0.019729631,0.004384362,0.100840336,0,0.811618536,0.404773502,0.04968339,0.161714564,0.105211885,0.278616659,0.979757085,32.3,1331,1393,0,0,9,24,18,161,93,399,131,558,0.064756672,0.015306122,0.523940345,0.39599686,236445.0,,0.711500975,0.144249513,0.047649989,0.096599524,0.041751012
California,San Francisco,Presidio Heights,40108.0,0.471053156,0.528946844,0.045202952,0.033684053,0.036775706,0.061882916,0.060162561,0.208985739,0.155530069,0.122593996,0.04807021,0.054128852,0.088959809,0.051610651,0.032412486,38.4,0.59505556,0.017084446,0.002699055,0.38286387,0.002297068,0.68671234,0.329109291,0.06578526,0.252207329,0.064916053,0.287982067,0.976039693,33.4,16984,18938,0,146,512,510,678,1458,1775,1593,1192,11074,0.059894586,0.059135921,0.511659479,0.369310014,157143.0,2666.0,0.582771106,0.208614447,0.141028431,0.067586016,0.090804827
California,San Francisco,Russian Hill,56333.0,0.51607406,0.48392594,0.027639217,0.011680542,0.015976426,0.017556317,0.053467772,0.307208918,0.168764312,0.123835052,0.046438145,0.053840555,0.084639554,0.052722205,0.036230984,37.4,0.637972085,0.053037767,0.007984401,0.300513136,0.000492611,0.726915705,0.161824965,0.042933154,0.248394594,0.300348603,0.246498685,0.950153551,30.5,32462,38996,66,1371,1369,1654,2384,3174,3632,1911,1571,21864,0.120741291,0.057107021,0.491028234,0.331123455,108691.0,2246.0,0.540556851,0.229721575,0.119668084,0.110053491,0.145864768
California,San Francisco,Seacliff,43304.0,0.474020876,0.525979124,0.052166082,0.03697118,0.044222243,0.041266396,0.044822649,0.164072603,0.146730094,0.141234066,0.061195271,0.061033623,0.115855348,0.054429152,0.036001293,42.6,0.487777546,0.018086104,0.004143646,0.489810278,0.000182425,0.658877135,0.386127699,0.091364263,0.224115756,0.036610014,0.261782269,0.962474598,33.8,17955,19606,35,236,355,840,1377,1383,1768,1273,1732,10607,0.109228226,0.078830691,0.49026828,0.321672804,132519.0,2275.0,0.492313552,0.253843224,0.179506267,0.074336957,0.099806023
California,San Francisco,South of Market,32400.0,0.601635802,0.398364198,0.03037037,0.028703704,0.021234568,0.018209877,0.061728395,0.300462963,0.167623457,0.144012346,0.045154321,0.051790123,0.08345679,0.031265432,0.015987654,36.8,0.477458627,0.095719992,0.028951874,0.39417919,0.003690318,0.722632391,0.154493604,0.032006202,0.298798383,0.231297414,0.283404397,0.948518519,26.6,16675,20138,524,5007,3077,900,909,892,959,510,761,6599,0.195522825,0.060768631,0.47488295,0.268825595,111028.0,2207.0,0.479917184,0.260041408,0.128295376,0.131746032,0.133796296
California,San Francisco,Sunset/Parkside,51678.0,0.497300592,0.502699408,0.048395836,0.04528039,0.039736445,0.033253996,0.042116568,0.171417238,0.154601571,0.127375285,0.069217075,0.062715275,0.114952204,0.056755292,0.034182824,42.85,0.412334851,0.019240591,0.001332297,0.561529921,0.00556234,0.655542778,0.395523279,0.091822523,0.238499801,0.053919618,0.220234779,0.970393591,34.4,18894,20202.5,7.5,95.5,231,240,638.5,1251,1640,2593,5260,8246,0.156405179,0.085203344,0.475407002,0.282984474,143845.5,2616.0,0.453436987,0.273281507,0.216995694,0.056285813,0.096994853
California,San Francisco,Tenderloin,34077.0,0.568535963,0.431464037,0.0306365,0.021216656,0.031017989,0.027848696,0.051647739,0.256566012,0.168647475,0.135311207,0.065263961,0.057340728,0.091792118,0.036329489,0.02638143,39.6,0.449558398,0.144510431,0.023336379,0.373991168,0.008603624,0.663616293,0.184129974,0.013185778,0.335825288,0.244113492,0.222745467,0.942776653,29.4,19031,22462,129,2717,1612,932,1489,1564,1171,749,795,11304,0.248694213,0.085121787,0.397683198,0.268500802,62388.0,1612.0,0.434845335,0.282577333,0.140429414,0.142147919,0.211990492
California,San Francisco,Treasure Island,3136.0,0.60682398,0.39317602,0.030612245,0.03380102,0.043686224,0.105229592,0.230548469,0.168048469,0.226403061,0.058673469,0.03252551,0.053890306,0.013711735,0.002869898,0,27.7,0.556458898,0.227190605,0.01897019,0.146793135,0.050587173,0.716481945,0.37575392,0.098311218,0.367310012,0.075995175,0.082629674,0.861607143,35.8,626,671,0,0,0,7,50,35,188,160,167,64,0.340018232,0.092980857,0.447584321,0.119416591,96000.0,2596.0,0.493791786,0.253104107,0.080706781,0.172397326,0.193558673
California,San Francisco,Twin Peaks,28705.0,0.517366312,0.482633688,0.050583522,0.049329385,0.044696046,0.031562446,0.043685769,0.169169134,0.173349591,0.143703188,0.078731928,0.059397318,0.085873541,0.050095802,0.019822331,40.8,0.681707317,0.048191758,0.001724138,0.268376787,0,0.735562434,0.370060976,0.056890244,0.213719512,0.025487805,0.333841463,0.979864135,33.7,12477,13743,0,284,340,441,619,3114,2466,1828,560,4091,0.065471708,0.053773159,0.408997339,0.471757795,196571.0,3086.0,0.596672787,0.201663607,0.116730652,0.084932955,0.073227661
